Date,DayOfWeek,LOT 2 General % Capacity,LOT 2 General Occupied,LOT 2 General Spaces,LOT 2 Premium % Capacity,LOT 2 Premium Occupied,LOT 2 Premium Spaces,LOT 3 % Capacity,LOT 3 Occupied,LOT 3 Spaces,LOT 4 General % Capacity,LOT 4 General Occupied,LOT 4 General Spaces,LOT 4 Premium % Capacity,LOT 4 Premium Occupied,LOT 4 Premium Spaces,LOT 5 % Capacity,LOT 5 Occupied,LOT 5 Spaces,LOT 6 % Capacity,LOT 6 Occupied,LOT 6 Spaces
3/26/2022,Saturday,0.634946678,774,1219,0.5,162,324,0.810402685,966,1192,0.543356643,777,1430,0.892045455,314,352,0.566818182,1247,2200,-1,-1,-1
3/27/2022,Sunday,0.533223954,650,1219,0.49382716,160,324,0.78942953,941,1192,0.505594406,723,1430,0.838068182,295,352,0.578181818,1272,2200,-1,-1,-1
3/28/2022,Monday,0.51435603,627,1219,0.537037037,174,324,0.713087248,850,1192,0.623776224,892,1430,0.90625,319,352,0.531363636,1169,2200,-1,-1,-1
3/29/2022,Tuesday,0.52173913,636,1219,0.521604938,169,324,0.677013423,807,1192,0.793006993,1134,1430,0.894886364,315,352,0.528181818,1162,2200,-1,-1,-1
3/30/2022,Wednesday,0.529942576,646,1219,0.558641975,181,324,0.718120805,856,1192,0.828671329,1185,1430,0.923295455,325,352,0.543181818,1195,2200,-1,-1,-1
3/31/2022,Thursday,0.48728466,594,1219,0.438271605,142,324,0.744966443,888,1192,0.748251748,1070,1430,0.860795455,303,352,0.569545455,1253,2200,-1,-1,-1
4/1/2022,Friday,0.529122231,645,1219,0.478395062,155,324,0.812080537,968,1192,0.65034965,930,1430,0.911931818,321,352,0.598181818,1316,2200,-1,-1,-1
4/2/2022,Saturday,0.571780148,697,1219,0.302469136,98,324,0.645134228,769,1192,0.582517483,833,1430,0.960227273,338,352,0.559545455,1231,2200,-1,-1,-1
4/3/2022,Sunday,0.500410172,610,1219,0.425925926,138,324,0.791946309,944,1192,0.575524476,823,1430,0.909090909,320,352,0.575,1265,2200,-1,-1,-1
4/4/2022,Monday,0.452830189,552,1219,0.5,162,324,0.69966443,834,1192,0.648251748,927,1430,0.943181818,332,352,0.503636364,1108,2200,-1,-1,-1
4/5/2022,Tuesday,0.481542248,587,1219,0.478395062,155,324,0.688758389,821,1192,0.757342657,1083,1430,0.948863636,334,352,0.480454545,1057,2200,-1,-1,-1
4/6/2022,Wednesday,0.474979491,579,1219,0.543209877,176,324,0.697147651,831,1192,0.788111888,1127,1430,0.917613636,323,352,0.493636364,1086,2200,-1,-1,-1
4/7/2022,Thursday,0.558654635,681,1219,0.608024691,197,324,0.752516779,897,1192,0.706293706,1010,1430,0.846590909,298,352,0.525909091,1157,2200,-1,-1,-1
4/8/2022,Friday,0.572600492,698,1219,0.50617284,164,324,0.763422819,910,1192,0.653146853,934,1430,0.863636364,304,352,0.564090909,1241,2200,-1,-1,-1
4/9/2022,Saturday,0.562756358,686,1219,0.521604938,169,324,0.703020134,838,1192,0.590909091,845,1430,0.980113636,345,352,0.557272727,1226,2200,-1,-1,-1
4/10/2022,Sunday,0.518457752,632,1219,0.472222222,153,324,0.73238255,873,1192,0.577622378,826,1430,0.900568182,317,352,0.55,1210,2200,-1,-1,-1
4/11/2022,Monday,0.502050861,612,1219,0.524691358,170,324,0.729026846,869,1192,0.697902098,998,1430,0.934659091,329,352,0.503636364,1108,2200,-1,-1,-1
4/12/2022,Tuesday,0.492206727,600,1219,0.515432099,167,324,0.646812081,771,1192,0.772727273,1105,1430,0.963068182,339,352,0.492272727,1083,2200,-1,-1,-1
4/13/2022,Wednesday,0.479901559,585,1219,0.487654321,158,324,0.658557047,785,1192,0.726573427,1039,1430,0.835227273,294,352,0.468181818,1030,2200,-1,-1,-1
4/14/2022,Thursday,0.50369155,614,1219,0.50617284,164,324,0.822986577,981,1192,0.748951049,1071,1430,0.948863636,334,352,0.547727273,1205,2200,-1,-1,-1
4/15/2022,Friday,0.507793273,619,1219,0.391975309,127,324,0.744127517,887,1192,0.525874126,752,1430,0.911931818,321,352,0.561363636,1235,2200,-1,-1,-1
4/16/2022,Saturday,0.51271534,625,1219,0.419753086,136,324,0.762583893,909,1192,0.447552448,640,1430,0.872159091,307,352,0.591363636,1301,2200,-1,-1,-1
4/17/2022,Sunday,0.432321575,527,1219,0.336419753,109,324,0.73909396,881,1192,0.43986014,629,1430,0.764204545,269,352,0.577727273,1271,2200,-1,-1,-1
4/18/2022,Monday,0.4511895,550,1219,0.438271605,142,324,0.667785235,796,1192,0.541958042,775,1430,0.897727273,316,352,0.474545455,1044,2200,-1,-1,-1
4/19/2022,Tuesday,0.49630845,605,1219,0.546296296,177,324,0.709731544,846,1192,0.784615385,1122,1430,0.960227273,338,352,0.496363636,1092,2200,-1,-1,-1
4/20/2022,Wednesday,0.508613618,620,1219,0.601851852,195,324,0.744966443,888,1192,0.832167832,1190,1430,0.90625,319,352,0.510909091,1124,2200,-1,-1,-1
4/21/2022,Thursday,0.533223954,650,1219,0.583333333,189,324,0.791107383,943,1192,0.796503497,1139,1430,0.928977273,327,352,0.561818182,1236,2200,-1,-1,-1
4/22/2022,Friday,0.635767022,775,1219,0.567901235,184,324,0.889261745,1060,1192,0.725174825,1037,1430,0.928977273,327,352,0.625909091,1377,2200,-1,-1,-1
4/23/2022,Saturday,0.599671862,731,1219,0.533950617,173,324,0.89261745,1064,1192,0.637762238,912,1430,0.835227273,294,352,0.609545455,1341,2200,-1,-1,-1
4/24/2022,Sunday,0.551271534,672,1219,0.549382716,178,324,0.82885906,988,1192,0.613986014,878,1430,0.883522727,311,352,0.599090909,1318,2200,-1,-1,-1
4/25/2022,Monday,0.47826087,583,1219,0.509259259,165,324,0.688758389,821,1192,0.693706294,992,1430,0.914772727,322,352,0.495,1089,2200,-1,-1,-1
4/26/2022,Tuesday,0.493027071,601,1219,0.632716049,205,324,0.723154362,862,1192,0.788811189,1128,1430,0.963068182,339,352,0.482727273,1062,2200,-1,-1,-1
4/27/2022,Wednesday,0.534044299,651,1219,0.712962963,231,324,0.748322148,892,1192,0.900699301,1288,1430,0.960227273,338,352,0.511818182,1126,2200,-1,-1,-1
4/28/2022,Thursday,0.604593929,737,1219,0.691358025,224,324,0.822986577,981,1192,0.855944056,1224,1430,0.943181818,332,352,0.541818182,1192,2200,-1,-1,-1
4/29/2022,Friday,0.630844955,769,1219,0.62345679,202,324,0.880872483,1050,1192,0.71048951,1016,1430,0.909090909,320,352,0.565,1243,2200,-1,-1,-1
4/30/2022,Saturday,0.665299426,811,1219,0.654320988,212,324,0.868288591,1035,1192,0.657342657,940,1430,0.923295455,325,352,0.618181818,1360,2200,-1,-1,-1
5/1/2022,Sunday,0.586546349,715,1219,0.549382716,178,324,0.843120805,1005,1192,0.562237762,804,1430,0.920454545,324,352,0.581818182,1280,2200,-1,-1,-1
5/2/2022,Monday,0.499589828,609,1219,0.512345679,166,324,0.693791946,827,1192,0.61958042,886,1430,0.9375,330,352,0.471818182,1038,2200,-1,-1,-1
5/3/2022,Tuesday,0.479901559,585,1219,0.574074074,186,324,0.67114094,800,1192,0.71958042,1029,1430,0.951704545,335,352,0.479545455,1055,2200,-1,-1,-1
5/4/2022,Wednesday,0.519278097,633,1219,0.604938272,196,324,0.718120805,856,1192,0.711188811,1017,1430,0.940340909,331,352,0.515909091,1135,2200,-1,-1,-1
5/5/2022,Thursday,0.61197703,746,1219,0.645061728,209,324,0.791107383,943,1192,0.73986014,1058,1430,0.954545455,336,352,0.580909091,1278,2200,-1,-1,-1
5/6/2022,Friday,0.739130435,901,1219,0.62654321,203,324,0.84647651,1009,1192,0.634265734,907,1430,0.926136364,326,352,0.681818182,1500,2200,-1,-1,-1
5/7/2022,Saturday,0.7292863,889,1219,0.648148148,210,324,0.893456376,1065,1192,0.56013986,801,1430,0.897727273,316,352,0.667727273,1469,2200,-1,-1,-1
5/8/2022,Sunday,0.662018048,807,1219,0.561728395,182,324,0.834731544,995,1192,0.51048951,730,1430,0.809659091,285,352,0.6,1320,2200,-1,-1,-1
5/9/2022,Monday,0.581624282,709,1219,0.614197531,199,324,0.744127517,887,1192,0.628671329,899,1430,0.920454545,324,352,0.568181818,1250,2200,-1,-1,-1
5/10/2022,Tuesday,0.578342904,705,1219,0.74691358,242,324,0.727348993,867,1192,0.825174825,1180,1430,0.960227273,338,352,0.530909091,1168,2200,-1,-1,-1
5/11/2022,Wednesday,0.591468417,721,1219,0.783950617,254,324,0.787751678,939,1192,0.902797203,1291,1430,0.914772727,322,352,0.547727273,1205,2200,-1,-1,-1
5/12/2022,Thursday,0.663658737,809,1219,0.688271605,223,324,0.887583893,1058,1192,0.858741259,1228,1430,0.934659091,329,352,0.623181818,1371,2200,-1,-1,-1
5/13/2022,Friday,0.691550451,843,1219,0.694444444,225,324,0.927013423,1105,1192,0.811888112,1161,1430,0.946022727,333,352,0.662272727,1457,2200,-1,-1,-1
5/14/2022,Saturday,0.757178015,923,1219,0.669753086,217,324,0.94966443,1132,1192,0.695804196,995,1430,0.928977273,327,352,0.686818182,1511,2200,-1,-1,-1
5/15/2022,Sunday,0.692370796,844,1219,0.641975309,208,324,0.738255034,880,1192,0.651748252,932,1430,0.840909091,296,352,0.647727273,1425,2200,-1,-1,-1
5/16/2022,Monday,0.604593929,737,1219,0.598765432,194,324,0.80033557,954,1192,0.727972028,1041,1430,0.946022727,333,352,0.609545455,1341,2200,-1,-1,-1
5/17/2022,Tuesday,0.645611157,787,1219,0.682098765,221,324,0.743288591,886,1192,0.874125874,1250,1430,0.931818182,328,352,0.559090909,1230,2200,-1,-1,-1
5/18/2022,Wednesday,0.636587367,776,1219,0.691358025,224,324,0.75,894,1192,0.88951049,1272,1430,0.920454545,324,352,0.609090909,1340,2200,-1,-1,-1
5/19/2022,Thursday,0.672682527,820,1219,0.694444444,225,324,0.804530201,959,1192,0.834265734,1193,1430,0.909090909,320,352,0.649090909,1428,2200,-1,-1,-1
5/20/2022,Friday,0.721903199,880,1219,0.663580247,215,324,0.885067114,1055,1192,0.747552448,1069,1430,0.963068182,339,352,0.664090909,1461,2200,-1,-1,-1
5/21/2022,Saturday,0.723543888,882,1219,0.688271605,223,324,0.848154362,1011,1192,0.722377622,1033,1430,0.951704545,335,352,0.650454545,1431,2200,-1,-1,-1
5/22/2022,Sunday,0.675963905,824,1219,0.595679012,193,324,0.90352349,1077,1192,0.684615385,979,1430,0.872159091,307,352,0.640454545,1409,2200,-1,-1,-1
5/23/2022,Monday,0.593109106,723,1219,0.549382716,178,324,0.792785235,945,1192,0.703496503,1006,1430,0.934659091,329,352,0.574545455,1264,2200,-1,-1,-1
5/24/2022,Tuesday,0.608695652,742,1219,0.577160494,187,324,0.759228188,905,1192,0.78041958,1116,1430,0.943181818,332,352,0.547272727,1204,2200,-1,-1,-1
5/25/2022,Wednesday,0.597210829,728,1219,0.391975309,127,324,0.769295302,917,1192,0.733566434,1049,1430,0.897727273,316,352,0.54,1188,2200,-1,-1,-1
5/26/2022,Thursday,0.573420837,699,1219,0.413580247,134,324,0.657718121,784,1192,0.690909091,988,1430,0.84375,297,352,0.578181818,1272,2200,-1,-1,-1
5/27/2022,Friday,0.634946678,774,1219,0.404320988,131,324,0.860738255,1026,1192,0.576223776,824,1430,0.948863636,334,352,0.677727273,1491,2200,-1,-1,-1
5/28/2022,Saturday,0.731747334,892,1219,0.481481481,156,324,0.935402685,1115,1192,0.581818182,832,1430,0.931818182,328,352,0.720909091,1586,2200,-1,-1,-1
5/29/2022,Sunday,0.660377358,805,1219,0.521604938,169,324,0.875,1043,1192,0.54965035,786,1430,0.875,308,352,0.681818182,1500,2200,-1,-1,-1
5/30/2022,Monday,0.48564397,592,1219,0.407407407,132,324,0.687080537,819,1192,0.384615385,550,1430,0.65625,231,352,0.513181818,1129,2200,-1,-1,-1
5/31/2022,Tuesday,0.450369155,549,1219,0.459876543,149,324,0.630033557,751,1192,0.420979021,602,1430,0.894886364,315,352,0.447727273,985,2200,-1,-1,-1
6/1/2022,Wednesday,0.429860541,524,1219,0.555555556,180,324,0.636744966,759,1192,0.562237762,804,1430,0.963068182,339,352,0.476818182,1049,2200,-1,-1,-1
6/2/2022,Thursday,0.510254307,622,1219,0.509259259,165,324,0.681208054,812,1192,0.590909091,845,1430,0.875,308,352,0.539545455,1187,2200,-1,-1,-1
6/3/2022,Friday,0.616899098,752,1219,0.481481481,156,324,0.73909396,881,1192,0.581118881,831,1430,0.875,308,352,0.601818182,1324,2200,-1,-1,-1
6/4/2022,Saturday,0.534864643,652,1219,0.432098765,140,324,0.688758389,821,1192,0.513986014,735,1430,0.886363636,312,352,0.614545455,1352,2200,-1,-1,-1
6/5/2022,Sunday,0.634946678,774,1219,0.444444444,144,324,0.736577181,878,1192,0.553146853,791,1430,0.923295455,325,352,0.595,1309,2200,-1,-1,-1
6/6/2022,Monday,0.612797375,747,1219,0.663580247,215,324,0.708053691,844,1192,0.658041958,941,1430,0.957386364,337,352,0.565454545,1244,2200,-1,-1,-1
6/7/2022,Tuesday,0.657916325,802,1219,0.641975309,208,324,0.707214765,843,1192,0.84965035,1215,1430,0.994318182,350,352,0.542727273,1194,2200,-1,-1,-1
6/8/2022,Wednesday,0.674323216,822,1219,0.654320988,212,324,0.780201342,930,1192,0.864335664,1236,1430,0.951704545,335,352,0.604545455,1330,2200,-1,-1,-1
6/9/2022,Thursday,0.606234619,739,1219,0.617283951,200,324,0.801174497,955,1192,0.738461538,1056,1430,0.855113636,301,352,0.629090909,1384,2200,-1,-1,-1
6/10/2022,Friday,0.643970468,785,1219,0.648148148,210,324,0.815436242,972,1192,0.734965035,1051,1430,0.948863636,334,352,0.707272727,1556,2200,-1,-1,-1
6/11/2022,Saturday,0.68416735,834,1219,0.657407407,213,324,0.838926174,1000,1192,0.666433566,953,1430,0.909090909,320,352,0.719545455,1583,2200,-1,-1,-1
6/12/2022,Sunday,0.636587367,776,1219,0.567901235,184,324,0.812919463,969,1192,0.612587413,876,1430,0.914772727,322,352,0.668636364,1471,2200,-1,-1,-1
6/13/2022,Monday,0.573420837,699,1219,0.598765432,194,324,0.759228188,905,1192,0.756643357,1082,1430,0.954545455,336,352,0.654545455,1440,2200,-1,-1,-1
6/14/2022,Tuesday,0.561936013,685,1219,0.614197531,199,324,0.774328859,923,1192,0.855944056,1224,1430,0.934659091,329,352,0.640909091,1410,2200,-1,-1,-1
6/15/2022,Wednesday,0.593109106,723,1219,0.641975309,208,324,0.77852349,928,1192,0.817482517,1169,1430,0.943181818,332,352,0.681818182,1500,2200,-1,-1,-1
6/16/2022,Thursday,0.594749795,725,1219,0.617283951,200,324,0.815436242,972,1192,0.791608392,1132,1430,0.926136364,326,352,0.633636364,1394,2200,-1,-1,-1
6/17/2022,Friday,0.643150123,784,1219,0.589506173,191,324,0.871644295,1039,1192,0.643356643,920,1430,0.946022727,333,352,0.67,1474,2200,-1,-1,-1
6/18/2022,Saturday,0.654634947,798,1219,0.611111111,198,324,0.661073826,788,1192,0.604895105,865,1430,0.9375,330,352,0.715454545,1574,2200,-1,-1,-1
6/19/2022,Sunday,0.623461854,760,1219,0.524691358,170,324,0.884228188,1054,1192,0.527272727,754,1430,0.923295455,325,352,0.677272727,1490,2200,-1,-1,-1
6/20/2022,Monday,0.559474979,682,1219,0.611111111,198,324,0.842281879,1004,1192,0.738461538,1056,1430,0.960227273,338,352,0.658636364,1449,2200,-1,-1,-1
6/21/2022,Tuesday,0.592288761,722,1219,0.654320988,212,324,0.822147651,980,1192,0.836363636,1196,1430,0.934659091,329,352,0.610909091,1344,2200,-1,-1,-1
6/22/2022,Wednesday,0.612797375,747,1219,0.635802469,206,324,0.848154362,1011,1192,0.883216783,1263,1430,0.846590909,298,352,0.634090909,1395,2200,-1,-1,-1
6/23/2022,Thursday,0.658736669,803,1219,0.589506173,191,324,0.89261745,1064,1192,0.823776224,1178,1430,0.903409091,318,352,0.68,1496,2200,-1,-1,-1
6/24/2022,Friday,0.727645611,887,1219,0.5,162,324,0.94295302,1124,1192,0.706293706,1010,1430,0.863636364,304,352,0.700909091,1542,2200,-1,-1,-1
6/25/2022,Saturday,0.704675964,859,1219,0.632716049,205,324,0.92114094,1098,1192,0.625174825,894,1430,0.917613636,323,352,0.651818182,1434,2200,-1,-1,-1
6/26/2022,Sunday,0.625922888,763,1219,0.447530864,145,324,0.887583893,1058,1192,0.616783217,882,1430,0.926136364,326,352,0.696363636,1532,2200,-1,-1,-1
6/27/2022,Monday,0.644790812,786,1219,0.592592593,192,324,0.947147651,1129,1192,0.73986014,1058,1430,0.9375,330,352,0.590909091,1300,2200,-1,-1,-1
6/28/2022,Tuesday,0.627563577,765,1219,0.645061728,209,324,0.937919463,1118,1192,0.834265734,1193,1430,0.90625,319,352,0.571818182,1258,2200,-1,-1,-1
6/29/2022,Wednesday,0.569319114,694,1219,0.635802469,206,324,0.812080537,968,1192,0.847552448,1212,1430,0.965909091,340,352,0.614090909,1351,2200,-1,-1,-1
6/30/2022,Thursday,0.617719442,753,1219,0.518518519,168,324,0.799496644,953,1192,0.606993007,868,1430,0.911931818,321,352,0.615909091,1355,2200,-1,-1,-1
7/1/2022,Friday,0.628383921,766,1219,0.527777778,171,324,0.895973154,1068,1192,0.551748252,789,1430,0.96875,341,352,0.675,1485,2200,-1,-1,-1
7/2/2022,Saturday,0.703035275,857,1219,0.570987654,185,324,0.927013423,1105,1192,0.5,715,1430,0.965909091,340,352,0.676818182,1489,2200,-1,-1,-1
7/3/2022,Sunday,0.680885972,830,1219,0.447530864,145,324,0.916946309,1093,1192,0.548951049,785,1430,0.877840909,309,352,0.699090909,1538,2200,-1,-1,-1
7/4/2022,Monday,0.618539787,754,1219,0.37037037,120,324,0.818791946,976,1192,0.481118881,688,1430,0.761363636,268,352,0.657727273,1447,2200,-1,-1,-1
7/5/2022,Tuesday,0.520098441,634,1219,0.395061728,128,324,0.693791946,827,1192,0.508391608,727,1430,0.943181818,332,352,0.599090909,1318,2200,-1,-1,-1
7/6/2022,Wednesday,0.497949139,607,1219,0.416666667,135,324,0.68204698,813,1192,0.586013986,838,1430,0.9375,330,352,0.614090909,1351,2200,-1,-1,-1
7/7/2022,Thursday,0.522559475,637,1219,0.416666667,135,324,0.726510067,866,1192,0.603496503,863,1430,0.852272727,300,352,0.635,1397,2200,-1,-1,-1
7/8/2022,Friday,0.593109106,723,1219,0.416666667,135,324,0.772651007,921,1192,0.613986014,878,1430,0.934659091,329,352,0.688636364,1515,2200,-1,-1,-1
7/9/2022,Saturday,0.64807219,790,1219,0.404320988,131,324,0.763422819,910,1192,0.555944056,795,1430,0.886363636,312,352,0.643636364,1416,2200,-1,-1,-1
7/10/2022,Sunday,0.525840853,641,1219,0.413580247,134,324,0.786073826,937,1192,0.50979021,729,1430,0.792613636,279,352,0.665,1463,2200,-1,-1,-1
7/11/2022,Monday,0.566037736,690,1219,0.5,162,324,0.777684564,927,1192,0.696503497,996,1430,0.957386364,337,352,0.634545455,1396,2200,-1,-1,-1
7/12/2022,Tuesday,0.60295324,735,1219,0.540123457,175,324,0.784395973,935,1192,0.812587413,1162,1430,0.934659091,329,352,0.615,1353,2200,-1,-1,-1
7/13/2022,Wednesday,0.617719442,753,1219,0.651234568,211,324,0.803691275,958,1192,0.822377622,1176,1430,0.863636364,304,352,0.630909091,1388,2200,-1,-1,-1
7/14/2022,Thursday,0.658736669,803,1219,0.651234568,211,324,0.859060403,1024,1192,0.77972028,1115,1430,0.838068182,295,352,0.671363636,1477,2200,-1,-1,-1
7/15/2022,Friday,0.684987695,835,1219,0.62037037,201,324,0.895973154,1068,1192,0.583916084,835,1430,0.875,308,352,0.689090909,1516,2200,-1,-1,-1
7/16/2022,Saturday,0.785890074,958,1219,0.567901235,184,324,0.837248322,998,1192,0.560839161,802,1430,0.951704545,335,352,0.655454545,1442,2200,-1,-1,-1
7/17/2022,Sunday,0.671862182,819,1219,0.469135802,152,324,0.868288591,1035,1192,0.593706294,849,1430,0.934659091,329,352,0.68,1496,2200,-1,-1,-1
7/18/2022,Monday,0.673502871,821,1219,0.589506173,191,324,0.83557047,996,1192,0.704895105,1008,1430,0.954545455,336,352,0.611818182,1346,2200,-1,-1,-1
7/19/2022,Tuesday,0.645611157,787,1219,0.577160494,187,324,0.810402685,966,1192,0.823076923,1177,1430,0.954545455,336,352,0.606818182,1335,2200,-1,-1,-1
7/20/2022,Wednesday,0.657916325,802,1219,0.524691358,170,324,0.786912752,938,1192,0.777622378,1112,1430,0.798295455,281,352,0.587272727,1292,2200,-1,-1,-1
7/21/2022,Thursday,0.666940115,813,1219,0.574074074,186,324,0.844798658,1007,1192,0.805594406,1152,1430,0.917613636,323,352,0.660454545,1453,2200,-1,-1,-1
7/22/2022,Friday,0.713699754,870,1219,0.50617284,164,324,0.840604027,1002,1192,0.647552448,926,1430,0.857954545,302,352,0.686363636,1510,2200,-1,-1,-1
7/23/2022,Saturday,0.727645611,887,1219,0.509259259,165,324,0.837248322,998,1192,0.65034965,930,1430,0.914772727,322,352,0.646363636,1422,2200,-1,-1,-1
7/24/2022,Sunday,0.561115669,684,1219,0.435185185,141,324,0.900167785,1073,1192,0.583916084,835,1430,0.920454545,324,352,0.670909091,1476,2200,-1,-1,-1
7/25/2022,Monday,0.598851518,730,1219,0.564814815,183,324,0.861577181,1027,1192,0.698601399,999,1430,0.946022727,333,352,0.648636364,1427,2200,-1,-1,-1
7/26/2022,Tuesday,0.587366694,716,1219,0.651234568,211,324,0.854026846,1018,1192,0.788111888,1127,1430,0.9375,330,352,0.596363636,1312,2200,-1,-1,-1
7/27/2022,Wednesday,0.603773585,736,1219,0.669753086,217,324,0.864932886,1031,1192,0.813286713,1163,1430,0.977272727,344,352,0.608636364,1339,2200,-1,-1,-1
7/28/2022,Thursday,0.59392945,724,1219,0.62654321,203,324,0.893456376,1065,1192,0.768531469,1099,1430,0.965909091,340,352,0.658636364,1449,2200,-1,-1,-1
7/29/2022,Friday,0.611156686,745,1219,0.583333333,189,324,0.917785235,1094,1192,0.670629371,959,1430,0.957386364,337,352,0.668636364,1471,2200,-1,-1,-1
7/30/2022,Saturday,0.686628384,837,1219,0.570987654,185,324,0.842281879,1004,1192,0.632867133,905,1430,0.971590909,342,352,0.62,1364,2200,-1,-1,-1
7/31/2022,Sunday,0.562756358,686,1219,0.441358025,143,324,0.762583893,909,1192,0.558741259,799,1430,0.875,308,352,0.646818182,1423,2200,-1,-1,-1
8/1/2022,Monday,0.57588187,702,1219,0.543209877,176,324,0.729865772,870,1192,0.544055944,778,1430,0.960227273,338,352,0.595454545,1310,2200,-1,-1,-1
8/2/2022,Tuesday,0.561115669,684,1219,0.608024691,197,324,0.733221477,874,1192,0.679020979,971,1430,0.957386364,337,352,0.6,1320,2200,-1,-1,-1
8/3/2022,Wednesday,0.616078753,751,1219,0.663580247,215,324,0.782718121,933,1192,0.725874126,1038,1430,0.940340909,331,352,0.612727273,1348,2200,-1,-1,-1
8/4/2022,Thursday,0.669401148,816,1219,0.657407407,213,324,0.855704698,1020,1192,0.696503497,996,1430,0.951704545,335,352,0.640909091,1410,2200,-1,-1,-1
8/5/2022,Friday,0.676784249,825,1219,0.62037037,201,324,0.860738255,1026,1192,0.64965035,929,1430,0.960227273,338,352,0.673181818,1481,2200,-1,-1,-1
8/6/2022,Saturday,0.730926989,891,1219,0.648148148,210,324,0.891778523,1063,1192,0.621678322,889,1430,0.943181818,332,352,0.620909091,1366,2200,-1,-1,-1
8/7/2022,Sunday,0.61197703,746,1219,0.450617284,146,324,0.866610738,1033,1192,0.534965035,765,1430,0.911931818,321,352,0,0,2200,-1,-1,-1
8/8/2022,Monday,0.609515997,743,1219,0.537037037,174,324,0.78942953,941,1192,0.706293706,1010,1430,0.957386364,337,352,0.597727273,1315,2200,-1,-1,-1
8/9/2022,Tuesday,0.580803938,708,1219,0.561728395,182,324,0.770134228,918,1192,0.783916084,1121,1430,0.951704545,335,352,0.572727273,1260,2200,-1,-1,-1
8/10/2022,Wednesday,0.566037736,690,1219,0.583333333,189,324,0.78942953,941,1192,0.841258741,1203,1430,0.963068182,339,352,0.590454545,1299,2200,-1,-1,-1
8/11/2022,Thursday,0.588187039,717,1219,0.530864198,172,324,0.826342282,985,1192,0.738461538,1056,1430,0.892045455,314,352,0.625454545,1376,2200,-1,-1,-1
8/12/2022,Friday,0.640689089,781,1219,0.540123457,175,324,0.884228188,1054,1192,0.69020979,987,1430,0.894886364,315,352,0.688636364,1515,2200,-1,-1,-1
8/13/2022,Saturday,0.660377358,805,1219,0.564814815,183,324,0.908557047,1083,1192,0.565734266,809,1430,0.880681818,310,352,0.682727273,1502,2200,-1,-1,-1
8/14/2022,Sunday,0.610336341,744,1219,0.50617284,164,324,0.895134228,1067,1192,0.560839161,802,1430,0.931818182,328,352,0.649090909,1428,2200,-1,-1,-1
8/15/2022,Monday,0.557013946,679,1219,0.49382716,160,324,0.744966443,888,1192,0.630769231,902,1430,0.911931818,321,352,0.556818182,1225,2200,-1,-1,-1
8/16/2022,Tuesday,0.583264971,711,1219,0.574074074,186,324,0.744966443,888,1192,0.800699301,1145,1430,0.963068182,339,352,0.582272727,1281,2200,-1,-1,-1
8/17/2022,Wednesday,0.602132896,734,1219,0.555555556,180,324,0.758389262,904,1192,0.756643357,1082,1430,0.869318182,306,352,0.558181818,1228,2200,-1,-1,-1
8/18/2022,Thursday,0.622641509,759,1219,0.638888889,207,324,0.799496644,953,1192,0.772027972,1104,1430,0.928977273,327,352,0.642272727,1413,2200,-1,-1,-1
8/19/2022,Friday,0.662018048,807,1219,0.614197531,199,324,0.882550336,1052,1192,0.67972028,972,1430,0.957386364,337,352,0.688181818,1514,2200,-1,-1,-1
8/20/2022,Saturday,0.682526661,832,1219,0.540123457,175,324,0.859060403,1024,1192,0.625174825,894,1430,0.965909091,340,352,0.62,1364,2200,-1,-1,-1
8/21/2022,Sunday,0.598031173,729,1219,0.543209877,176,324,0.818791946,976,1192,0.520979021,745,1430,0.838068182,295,352,0.635,1397,2200,-1,-1,-1
8/22/2022,Monday,0.533223954,650,1219,0.666666667,216,324,0.763422819,910,1192,0.632867133,905,1430,0.877840909,309,352,0.569090909,1252,2200,-1,-1,-1
8/23/2022,Tuesday,0.569319114,694,1219,0.768518519,249,324,0.792785235,945,1192,0.773426573,1106,1430,0.948863636,334,352,0.559090909,1230,2200,-1,-1,-1
8/24/2022,Wednesday,0.584085316,712,1219,0.74691358,242,324,0.805369128,960,1192,0.842657343,1205,1430,0.946022727,333,352,0.590909091,1300,2200,-1,-1,-1
8/25/2022,Thursday,0.613617719,748,1219,0.712962963,231,324,0.82466443,983,1192,0.734965035,1051,1430,0.960227273,338,352,0.597727273,1315,2200,-1,-1,-1
8/26/2022,Friday,0.617719442,753,1219,0.617283951,200,324,0.890100671,1061,1192,0.721678322,1032,1430,0.963068182,339,352,0.701818182,1544,2200,-1,-1,-1
8/27/2022,Saturday,0.630844955,769,1219,0.611111111,198,324,0.911073826,1086,1192,0.697902098,998,1430,0.965909091,340,352,0.647727273,1425,2200,-1,-1,-1
8/28/2022,Sunday,0.526661198,642,1219,0.537037037,174,324,0.815436242,972,1192,0.57972028,829,1430,0.920454545,324,352,0.645454545,1420,2200,-1,-1,-1
8/29/2022,Monday,0.475799836,580,1219,0.549382716,178,324,0.756711409,902,1192,0.688111888,984,1430,0.977272727,344,352,0.586818182,1291,2200,-1,-1,-1
8/30/2022,Tuesday,0.493847416,602,1219,0.62037037,201,324,0.754194631,899,1192,0.755944056,1081,1430,0.963068182,339,352,0.549090909,1208,2200,-1,-1,-1
8/31/2022,Wednesday,0.52337982,638,1219,0.592592593,192,324,0.762583893,909,1192,0.755244755,1080,1430,0.960227273,338,352,0.569545455,1253,2200,-1,-1,-1
