Date,DayOfWeek,LOT 2 General % Capacity,LOT 2 General Occupied,LOT 2 General Spaces,LOT 2 Premium % Capacity,LOT 2 Premium Occupied,LOT 2 Premium Spaces,LOT 3 % Capacity,LOT 3 Occupied,LOT 3 Spaces,LOT 4 General % Capacity,LOT 4 General Occupied,LOT 4 General Spaces,LOT 4 Premium % Capacity,LOT 4 Premium Occupied,LOT 4 Premium Spaces,LOT 5 % Capacity,LOT 5 Occupied,LOT 5 Spaces,LOT 6 % Capacity,LOT 6 Occupied,LOT 6 Spaces
2/5/2023,Sunday,0.534864643,652,1219,0.484567901,157,324,0.496644295,592,1192,0.534965035,765,1430,0.806818182,284,352,0.001818182,4,2200,0.62079282,830,1337
2/6/2023,Monday,0.515176374,628,1219,0.521604938,169,324,0.507550336,605,1192,0.768531469,1099,1430,0.943181818,332,352,0.001818182,4,2200,0.658189978,880,1337
2/7/2023,Tuesday,0.506972929,618,1219,0.561728395,182,324,0.527684564,629,1192,0.99020979,1416,1430,0.960227273,338,352,0.000454545,1,2200,0.683620045,914,1337
2/8/2023,Wednesday,0.553732568,675,1219,0.611111111,198,324,0.651845638,777,1192,1.006293706,1439,1430,0.951704545,335,352,0.000454545,1,2200,0.721017203,964,1337
2/9/2023,Thursday,0.556193601,678,1219,0.543209877,176,324,0.683724832,815,1192,0.982517483,1405,1430,0.90625,319,352,0.000454545,1,2200,0.750934929,1004,1337
2/10/2023,Friday,0.611156686,745,1219,0.490740741,159,324,0.659395973,786,1192,0.772727273,1105,1430,0.957386364,337,352,0.000454545,1,2200,0.774121167,1035,1337
2/11/2023,Saturday,0.563576702,687,1219,0.435185185,141,324,0.700503356,835,1192,0.716083916,1024,1430,0.926136364,326,352,0,0,2200,0.778608826,1041,1337
2/12/2023,Sunday,0.489745693,597,1219,0.407407407,132,324,0.610738255,728,1192,0.623076923,891,1430,0.900568182,317,352,0,0,2200,0.731488407,978,1337
2/13/2023,Monday,0.484823626,591,1219,0.543209877,176,324,0.520973154,621,1192,0.672027972,961,1430,0.903409091,318,352,0,0,2200,0.662677636,886,1337
2/14/2023,Tuesday,0.444626743,542,1219,0.574074074,186,324,0.465604027,555,1192,0.679020979,971,1430,0.90625,319,352,0,0,2200,0.605833957,810,1337
2/15/2023,Wednesday,0.535684988,653,1219,0.62037037,201,324,0.516778523,616,1192,0.92027972,1316,1430,0.963068182,339,352,0,0,2200,0.685115931,916,1337
2/16/2023,Thursday,0.652173913,795,1219,0.62345679,202,324,0.567114094,676,1192,0.953846154,1364,1430,0.963068182,339,352,0,0,2200,0.735228123,983,1337
2/17/2023,Friday,0.648892535,791,1219,0.552469136,179,324,0.683724832,815,1192,0.867132867,1240,1430,0.957386364,337,352,0,0,2200,0.797307405,1066,1337
2/18/2023,Saturday,0.721903199,880,1219,0.586419753,190,324,0.769295302,917,1192,0.830769231,1188,1430,0.943181818,332,352,0,0,2200,0.824981301,1103,1337
2/19/2023,Sunday,0.697292863,850,1219,0.524691358,170,324,0.749161074,893,1192,0.802097902,1147,1430,0.889204545,313,352,0,0,2200,0.834704562,1116,1337
2/20/2023,Monday,0.638228056,778,1219,0.564814815,183,324,0.671979866,801,1192,0.848951049,1214,1430,0.923295455,325,352,0,0,2200,0.748691099,1001,1337
2/21/2023,Tuesday,0.564397047,688,1219,0.601851852,195,324,0.649328859,774,1192,1.009090909,1443,1430,0.965909091,340,352,0,0,2200,0.738219895,987,1337
2/22/2023,Wednesday,0.623461854,760,1219,0.598765432,194,324,0.796979866,950,1192,1.022377622,1462,1430,0.960227273,338,352,0,0,2200,0.771877337,1032,1337
2/23/2023,Thursday,0.664479081,810,1219,0.570987654,185,324,0.818791946,976,1192,0.987412587,1412,1430,0.960227273,338,352,0,0,2200,0.795811518,1064,1337
2/24/2023,Friday,0.688269073,839,1219,0.487654321,158,324,0.748322148,892,1192,0.81048951,1159,1430,0.963068182,339,352,0,0,2200,0.707554226,946,1337
2/25/2023,Saturday,0.641509434,782,1219,0.515432099,167,324,0.727348993,867,1192,0.776223776,1110,1430,0.934659091,329,352,0,0,2200,0.694839192,929,1337
2/26/2023,Sunday,0.590648072,720,1219,0.435185185,141,324,0.628355705,749,1192,0.741958042,1061,1430,0.877840909,309,352,0,0,2200,0.664921466,889,1337
2/27/2023,Monday,0.575061526,701,1219,0.395061728,128,324,0.546979866,652,1192,0.90979021,1301,1430,0.96875,341,352,0,0,2200,0.652954375,873,1337
2/28/2023,Tuesday,0.517637408,631,1219,0.635802469,206,324,0.504194631,601,1192,0.999300699,1429,1430,0.948863636,334,352,0,0,2200,0.646222887,864,1337
3/1/2023,Wednesday,0.597210829,728,1219,0.697530864,226,324,0.520973154,621,1192,1.009090909,1443,1430,0.963068182,339,352,0,0,2200,0.664921466,889,1337
3/2/2023,Thursday,0.617719442,753,1219,0.641975309,208,324,0.575503356,686,1192,0.902797203,1291,1430,0.9375,330,352,0,0,2200,0.70381451,941,1337
3/3/2023,Friday,0.63002461,768,1219,0.490740741,159,324,0.650167785,775,1192,0.811888112,1161,1430,0.923295455,325,352,0,0,2200,0.722513089,966,1337
3/4/2023,Saturday,0.666940115,813,1219,0.5,162,324,0.645973154,770,1192,0.73986014,1058,1430,0.917613636,323,352,0,0,2200,0.697083022,932,1337
3/5/2023,Sunday,0.614438064,749,1219,0.462962963,150,324,0.622483221,742,1192,0.677622378,969,1430,0.911931818,321,352,0,0,2200,0.662677636,886,1337
3/6/2023,Monday,0.580803938,708,1219,0.407407407,132,324,0.529362416,631,1192,0.918181818,1313,1430,0.963068182,339,352,0,0,2200,0.642483171,859,1337
3/7/2023,Tuesday,0.620180476,756,1219,0.598765432,194,324,0.552852349,659,1192,1.005594406,1438,1430,0.951704545,335,352,0,0,2200,0.744203441,995,1337
3/8/2023,Wednesday,0.629204266,767,1219,0.654320988,212,324,0.644295302,768,1192,1.00979021,1444,1430,0.963068182,339,352,0,0,2200,0.698578908,934,1337
3/9/2023,Thursday,0.622641509,759,1219,0.608024691,197,324,0.661073826,788,1192,0.805594406,1152,1430,0.926136364,326,352,0,0,2200,0.744203441,995,1337
3/10/2023,Friday,0.590648072,720,1219,0.540123457,175,324,0.623322148,743,1192,0.783916084,1121,1430,0.923295455,325,352,0,0,2200,0.759162304,1015,1337
3/11/2023,Saturday,0.616899098,752,1219,0.540123457,175,324,0.679530201,810,1192,0.684615385,979,1430,0.920454545,324,352,0,0,2200,0.727000748,972,1337
3/12/2023,Sunday,0.544708778,664,1219,0.537037037,174,324,0.640100671,763,1192,0.593706294,849,1430,0.903409091,318,352,0,0,2200,0.681376215,911,1337
3/13/2023,Monday,0.573420837,699,1219,0.598765432,194,324,0.564597315,673,1192,0.752447552,1076,1430,0.946022727,333,352,0,0,2200,0.669409125,895,1337
3/14/2023,Tuesday,0.580803938,708,1219,0.694444444,225,324,0.544463087,649,1192,0.906993007,1297,1430,0.951704545,335,352,0,0,2200,0.64921466,868,1337
3/15/2023,Wednesday,0.618539787,754,1219,0.728395062,236,324,0.531879195,634,1192,0.948251748,1356,1430,0.911931818,321,352,0,0,2200,0.64921466,868,1337
3/16/2023,Thursday,0.672682527,820,1219,0.645061728,209,324,0.575503356,686,1192,0.934265734,1336,1430,0.943181818,332,352,0,0,2200,0.694839192,929,1337
3/17/2023,Friday,0.696472518,849,1219,0.62962963,204,324,0.626677852,747,1192,0.781818182,1118,1430,0.943181818,332,352,0,0,2200,0.724756918,969,1337
3/18/2023,Saturday,0.632485644,771,1219,0.540123457,175,324,0.726510067,866,1192,0.67972028,972,1430,0.880681818,310,352,0,0,2200,0.747195213,999,1337
3/19/2023,Sunday,0.592288761,722,1219,0.481481481,156,324,0.650167785,775,1192,0.641958042,918,1430,0.886363636,312,352,0,0,2200,0.709050112,948,1337
3/20/2023,Monday,0.621821165,758,1219,0.601851852,195,324,0.588087248,701,1192,0.876923077,1254,1430,0.948863636,334,352,0,0,2200,0.685115931,916,1337
3/21/2023,Tuesday,0.611156686,745,1219,0.62962963,204,324,0.671979866,801,1192,1.018181818,1456,1430,0.960227273,338,352,0,0,2200,0.715781601,957,1337
3/22/2023,Wednesday,0.630844955,769,1219,0.719135802,233,324,0.830536913,990,1192,1.004195804,1436,1430,0.928977273,327,352,0,0,2200,0.790575916,1057,1337
3/23/2023,Thursday,0.699753897,853,1219,0.734567901,238,324,0.843959732,1006,1192,0.972027972,1390,1430,0.928977273,327,352,0,0,2200,0.84592371,1131,1337
3/24/2023,Friday,0.735028712,896,1219,0.657407407,213,324,0.801174497,955,1192,0.874825175,1251,1430,0.974431818,343,352,0,0,2200,0.858638743,1148,1337
3/25/2023,Saturday,0.725184578,884,1219,0.617283951,200,324,0.837248322,998,1192,0.632167832,904,1430,0.90625,319,352,0,0,2200,0.761406133,1018,1337
3/26/2023,Sunday,0.668580804,815,1219,0.567901235,184,324,0.76761745,915,1192,0.682517483,976,1430,0.911931818,321,352,0,0,2200,0.724756918,969,1337
3/27/2023,Monday,0.708777687,864,1219,0.601851852,195,324,0.837248322,998,1192,0.82027972,1173,1430,0.963068182,339,352,0,0,2200,0.712789828,953,1337
3/28/2023,Tuesday,0.643150123,784,1219,0.617283951,200,324,0.841442953,1003,1192,1.012587413,1448,1430,0.934659091,329,352,0,0,2200,0.685863874,917,1337
3/29/2023,Wednesday,0.723543888,882,1219,0.74691358,242,324,0.939597315,1120,1192,1.016083916,1453,1430,0.957386364,337,352,0,0,2200,0.719521316,962,1337
3/30/2023,Thursday,0.739130435,901,1219,0.712962963,231,324,0.939597315,1120,1192,0.964335664,1379,1430,0.960227273,338,352,0,0,2200,0.748691099,1001,1337
3/31/2023,Friday,0.811320755,989,1219,0.601851852,195,324,0.917785235,1094,1192,0.831468531,1189,1430,0.963068182,339,352,0,0,2200,0.808526552,1081,1337
5/1/2025,Thursday,0.725700165,881,1214,0.817391304,282,345,0.557885906,665,1192,0.92027972,1316,1430,0.951428571,333,350,0.450348432,1034,2296,0.537771129,719,1337
5/2/2025,Friday,0.820428336,996,1214,0.753623188,260,345,0.59647651,711,1192,0.772027972,1104,1430,0.957142857,335,350,0.507404181,1165,2296,0.552729993,739,1337
5/3/2025,Saturday,0.850906096,1033,1214,0.730434783,252,345,0.586409396,699,1192,0.643356643,920,1430,0.908571429,318,350,0.518292683,1190,2296,0.537771129,719,1337
5/4/2025,Sunday,0.76276771,926,1214,0.72173913,249,345,0.554530201,661,1192,0.585314685,837,1430,0.931428571,326,350,0.484320557,1112,2296,0.513089005,686,1337
5/5/2025,Monday,0.676276771,821,1214,0.831884058,287,345,0.505033557,602,1192,0.802797203,1148,1430,0.951428571,333,350,0.419425087,963,2296,0.45026178,602,1337
5/6/2025,Tuesday,0.646622735,785,1214,0.828985507,286,345,0.491610738,586,1192,0.97972028,1401,1430,0.962857143,337,350,0.403310105,926,2296,0.472700075,632,1337
5/7/2025,Wednesday,0.663920923,806,1214,0.886956522,306,345,0.532718121,635,1192,0.984615385,1408,1430,0.957142857,335,350,0.429006969,985,2296,0.511593119,684,1337
5/8/2025,Thursday,0.7092257,861,1214,0.84057971,290,345,0.55704698,664,1192,0.876223776,1253,1430,0.931428571,326,350,0.490418118,1126,2296,0.570680628,763,1337
5/9/2025,Friday,0.752059308,913,1214,0.779710145,269,345,0.609060403,726,1192,0.684615385,979,1430,0.914285714,320,350,0.543554007,1248,2296,0.59237098,792,1337
5/10/2025,Saturday,0.729818781,886,1214,0.72173913,249,345,0.63590604,758,1192,0.516083916,738,1430,0.888571429,311,350,0.569250871,1307,2296,0.612565445,819,1337
5/11/2025,Sunday,0.618616145,751,1214,0.611594203,211,345,0.593959732,708,1192,0.406993007,582,1430,0.897142857,314,350,0.517857143,1189,2296,0.647718773,866,1337
5/12/2025,Monday,0.608731466,739,1214,0.843478261,291,345,0.543624161,648,1192,0.81048951,1159,1430,0.948571429,332,350,0.423780488,973,2296,0.508601346,680,1337
5/13/2025,Tuesday,0.613673806,745,1214,0.843478261,291,345,0.551174497,657,1192,0.981818182,1404,1430,0.962857143,337,350,0.398954704,916,2296,0.491398654,657,1337
5/14/2025,Wednesday,0.653212521,793,1214,0.843478261,291,345,0.64261745,766,1192,0.977622378,1398,1430,0.965714286,338,350,0.418989547,962,2296,0.513089005,686,1337
5/15/2025,Thursday,0.699341021,849,1214,0.84057971,290,345,0.693791946,827,1192,0.92027972,1316,1430,0.925714286,324,350,0.513066202,1178,2296,0.562453254,752,1337
5/16/2025,Friday,0.766886326,931,1214,0.828985507,286,345,0.759228188,905,1192,0.781818182,1118,1430,0.945714286,331,350,0.565766551,1299,2296,0.575168287,769,1337
5/17/2025,Saturday,0.781713344,949,1214,0.817391304,282,345,0.736577181,878,1192,0.667832168,955,1430,0.96,336,350,0.56533101,1298,2296,0.552729993,739,1337
5/18/2025,Sunday,0.7092257,861,1214,0.756521739,261,345,0.646812081,771,1192,0.618181818,884,1430,0.914285714,320,350,0.518728223,1191,2296,0.519820494,695,1337
5/19/2025,Monday,0.658978583,800,1214,0.805797101,278,345,0.552013423,658,1192,0.83986014,1201,1430,0.945714286,331,350,0.442073171,1015,2296,0.506357517,677,1337
5/20/2025,Tuesday,0.646622735,785,1214,0.875362319,302,345,0.555369128,662,1192,0.938461538,1342,1430,0.937142857,328,350,0.424651568,975,2296,0.510845176,683,1337
5/21/2025,Wednesday,0.651565074,791,1214,0.826086957,285,345,0.567114094,676,1192,0.917482517,1312,1430,0.937142857,328,350,0.447735192,1028,2296,0.505609574,676,1337
5/22/2025,Thursday,0.674629325,819,1214,0.771014493,266,345,0.635067114,757,1192,0.803496503,1149,1430,0.965714286,338,350,0.5021777,1153,2296,0.539267016,721,1337
5/23/2025,Friday,0.751235585,912,1214,0.698550725,241,345,0.708053691,844,1192,0.616783217,882,1430,0.954285714,334,350,0.568815331,1306,2296,0.616305161,824,1337
5/24/2025,Saturday,0.81630972,991,1214,0.756521739,261,345,0.755872483,901,1192,0.560839161,802,1430,0.937142857,328,350,0.617595819,1418,2296,0.64697083,865,1337
5/25/2025,Sunday,0.761120264,924,1214,0.736231884,254,345,0.727348993,867,1192,0.486013986,695,1430,0.88,308,350,0.581881533,1336,2296,0.59237098,792,1337
5/26/2025,Monday,0.551894563,670,1214,0.513043478,177,345,0.526845638,628,1192,0.371328671,531,1430,0.717142857,251,350,0.467770035,1074,2296,0.495138369,662,1337
5/27/2025,Tuesday,0.473640857,575,1214,0.611594203,211,345,0.418624161,499,1192,0.542657343,776,1430,0.945714286,331,350,0.389808362,895,2296,0.463724757,620,1337
5/28/2025,Wednesday,0.52553542,638,1214,0.727536232,251,345,0.439597315,524,1192,0.673426573,963,1430,0.937142857,328,350,0.37761324,867,2296,0.446522064,597,1337
5/29/2025,Thursday,0.567545305,689,1214,0.762318841,263,345,0.44966443,536,1192,0.658041958,941,1430,0.911428571,319,350,0.411585366,945,2296,0.485415108,649,1337
5/30/2025,Friday,0.621911038,755,1214,0.750724638,259,345,0.564597315,673,1192,0.534265734,764,1430,0.934285714,327,350,0.453832753,1042,2296,0.487658938,652,1337
5/31/2025,Saturday,0.649917628,789,1214,0.756521739,261,345,0.581375839,693,1192,0.464335664,664,1430,0.911428571,319,350,0.464285714,1066,2296,0.492146597,658,1337
6/1/2025,Sunday,0.60708402,737,1214,0.657971014,227,345,0.520134228,620,1192,0.451748252,646,1430,0.934285714,327,350,0.432926829,994,2296,0.50710546,678,1337
6/2/2025,Monday,0.57660626,700,1214,0.811594203,280,345,0.472315436,563,1192,0.665034965,951,1430,0.957142857,335,350,0.392857143,902,2296,0.440538519,589,1337
6/3/2025,Tuesday,0.585667216,711,1214,0.84057971,290,345,0.483221477,576,1192,0.802097902,1147,1430,0.948571429,332,350,0.388937282,893,2296,0.459237098,614,1337
6/4/2025,Wednesday,0.635914333,772,1214,0.837681159,289,345,0.486577181,580,1192,0.775524476,1109,1430,0.925714286,324,350,0.398519164,915,2296,0.470456245,629,1337
6/5/2025,Thursday,0.644975288,783,1214,0.750724638,259,345,0.552852349,659,1192,0.674125874,964,1430,0.951428571,333,350,0.454703833,1044,2296,0.508601346,680,1337
6/6/2025,Friday,0.650741351,790,1214,0.684057971,236,345,0.610738255,728,1192,0.599300699,857,1430,0.928571429,325,350,0.505662021,1161,2296,0.534779357,715,1337
6/7/2025,Saturday,0.736408567,894,1214,0.710144928,245,345,0.695469799,829,1192,0.542657343,776,1430,0.931428571,326,350,0.532229965,1222,2296,0.556469708,744,1337
6/8/2025,Sunday,0.634266886,770,1214,0.631884058,218,345,0.662751678,790,1192,0.500699301,716,1430,0.862857143,302,350,0.49956446,1147,2296,0.548990277,734,1337
6/9/2025,Monday,0.612026359,743,1214,0.75942029,262,345,0.54614094,651,1192,0.68041958,973,1430,0.957142857,335,350,0.467770035,1074,2296,0.527299925,705,1337
6/10/2025,Tuesday,0.636738056,773,1214,0.849275362,293,345,0.534395973,637,1192,0.83986014,1201,1430,0.962857143,337,350,0.455139373,1045,2296,0.502617801,672,1337
6/11/2025,Wednesday,0.693574959,842,1214,0.913043478,315,345,0.556208054,663,1192,0.922377622,1319,1430,0.945714286,331,350,0.460801394,1058,2296,0.514584892,688,1337
6/12/2025,Thursday,0.731466227,888,1214,0.84057971,290,345,0.588087248,701,1192,0.778321678,1113,1430,0.902857143,316,350,0.513066202,1178,2296,0.53328347,713,1337
6/13/2025,Friday,0.759472817,922,1214,0.776811594,268,345,0.651845638,777,1192,0.555944056,795,1430,0.94,329,350,0.556620209,1278,2296,0.540762902,723,1337
6/14/2025,Saturday,0.736408567,894,1214,0.710144928,245,345,0.661073826,788,1192,0.415384615,594,1430,0.94,329,350,0.534843206,1228,2296,0.557965595,746,1337
6/15/2025,Sunday,0.679571664,825,1214,0.666666667,230,345,0.620805369,740,1192,0.370629371,530,1430,0.874285714,306,350,0.542247387,1245,2296,0.531039641,710,1337
6/16/2025,Monday,0.65815486,799,1214,0.779710145,269,345,0.55033557,656,1192,0.602097902,861,1430,0.954285714,334,350,0.495209059,1137,2296,0.537771129,719,1337
6/17/2025,Tuesday,0.671334432,815,1214,0.857971014,296,345,0.51761745,617,1192,0.788111888,1127,1430,0.965714286,338,350,0.471689895,1083,2296,0.526551982,704,1337
6/18/2025,Wednesday,0.689456343,837,1214,0.863768116,298,345,0.529362416,631,1192,0.813986014,1164,1430,0.94,329,350,0.50043554,1149,2296,0.562453254,752,1337
6/19/2025,Thursday,0.761943987,925,1214,0.872463768,301,345,0.623322148,743,1192,0.694405594,993,1430,0.931428571,326,350,0.55966899,1285,2296,0.587883321,786,1337
6/20/2025,Friday,0.780889621,948,1214,0.863768116,298,345,0.694630872,828,1192,0.595804196,852,1430,0.94,329,350,0.593641115,1363,2296,0.576664174,771,1337
6/21/2025,Saturday,0.804777595,977,1214,0.794202899,274,345,0.706375839,842,1192,0.502797203,719,1430,0.917142857,321,350,0.578832753,1329,2296,0.580403889,776,1337
6/22/2025,Sunday,0.738056013,896,1214,0.71884058,248,345,0.674496644,804,1192,0.490909091,702,1430,0.894285714,313,350,0.513501742,1179,2296,0.548990277,734,1337
6/23/2025,Monday,0.753706755,915,1214,0.808695652,279,345,0.608221477,725,1192,0.69020979,987,1430,0.965714286,338,350,0.487804878,1120,2296,0.551234106,737,1337
6/24/2025,Tuesday,0.733113674,890,1214,0.907246377,313,345,0.623322148,743,1192,0.797902098,1141,1430,0.962857143,337,350,0.479965157,1102,2296,0.5355273,716,1337
6/25/2025,Wednesday,0.825370675,1002,1214,0.939130435,324,345,0.662751678,790,1192,0.917482517,1312,1430,0.971428571,340,350,0.507404181,1165,2296,0.554973822,742,1337
6/26/2025,Thursday,0.842668863,1023,1214,0.930434783,321,345,0.599832215,715,1192,0.82027972,1173,1430,0.945714286,331,350,0.545731707,1253,2296,0.566940912,758,1337
6/27/2025,Friday,0.815485997,990,1214,0.837681159,289,345,0.685402685,817,1192,0.60979021,872,1430,0.94,329,350,0.56010453,1286,2296,0.551234106,737,1337
6/28/2025,Saturday,0.7907743,960,1214,0.768115942,265,345,0.69966443,834,1192,0.470629371,673,1430,0.888571429,311,350,0.56315331,1293,2296,0.545250561,729,1337
6/29/2025,Sunday,0.693574959,842,1214,0.747826087,258,345,0.615771812,734,1192,0.397202797,568,1430,0.902857143,316,350,0.510888502,1173,2296,0.48092745,643,1337
6/30/2025,Monday,0.586490939,712,1214,0.72173913,249,345,0.504194631,601,1192,0.429370629,614,1430,0.914285714,320,350,0.450783972,1035,2296,0.460732984,616,1337
7/1/2025,Tuesday,0.561779242,682,1214,0.710144928,245,345,0.489932886,584,1192,0.448251748,641,1430,0.945714286,331,350,0.473867596,1088,2296,0.461480927,617,1337
7/2/2025,Wednesday,0.606260297,736,1214,0.730434783,252,345,0.555369128,662,1192,0.439160839,628,1430,0.914285714,320,350,0.49869338,1145,2296,0.492146597,658,1337
7/3/2025,Thursday,0.73476112,892,1214,0.666666667,230,345,0.641778523,765,1192,0.374825175,536,1430,0.891428571,312,350,0.552700348,1269,2296,0.546746447,731,1337
7/4/2025,Friday,0.802306425,974,1214,0.715942029,247,345,0.729026846,869,1192,0.36013986,515,1430,0.925714286,324,350,0.62238676,1429,2296,0.584143605,781,1337
7/5/2025,Saturday,0.840197694,1020,1214,0.762318841,263,345,0.734899329,876,1192,0.375524476,537,1430,0.934285714,327,350,0.628919861,1444,2296,0.593866866,794,1337
7/6/2025,Sunday,0.749588138,910,1214,0.71884058,248,345,0.659395973,786,1192,0.351748252,503,1430,0.865714286,303,350,0.56533101,1298,2296,0.605086013,809,1337
7/7/2025,Monday,0.682866557,829,1214,0.594202899,205,345,0.577181208,688,1192,0.468531469,670,1430,0.962857143,337,350,0.514372822,1181,2296,0.524308153,701,1337
7/8/2025,Tuesday,0.725700165,881,1214,0.901449275,311,345,0.535234899,638,1192,0.692307692,990,1430,0.974285714,341,350,0.462979094,1063,2296,0.491398654,657,1337
7/9/2025,Wednesday,0.696046129,845,1214,0.875362319,302,345,0.562080537,670,1192,0.718881119,1028,1430,0.957142857,335,350,0.464721254,1067,2296,0.528795812,707,1337
7/10/2025,Thursday,0.767710049,932,1214,0.831884058,287,345,0.618288591,737,1192,0.667832168,955,1430,0.94,329,350,0.506968641,1164,2296,0.553477936,740,1337
7/11/2025,Friday,0.784184514,952,1214,0.768115942,265,345,0.674496644,804,1192,0.495804196,709,1430,0.928571429,325,350,0.543554007,1248,2296,0.572924458,766,1337
7/12/2025,Saturday,0.83937397,1019,1214,0.808695652,279,345,0.747483221,891,1192,0.394405594,564,1430,0.891428571,312,350,0.520470383,1195,2296,0.541510845,724,1337
7/13/2025,Sunday,0.742174629,901,1214,0.695652174,240,345,0.627516779,748,1192,0.393006993,562,1430,0.897142857,314,350,0.49869338,1145,2296,0.493642483,660,1337
7/14/2025,Monday,0.73723229,895,1214,0.886956522,306,345,0.545302013,650,1192,0.583216783,834,1430,0.951428571,333,350,0.484320557,1112,2296,0.565445026,756,1337
7/15/2025,Tuesday,0.776771005,943,1214,0.913043478,315,345,0.542785235,647,1192,0.774825175,1108,1430,0.951428571,333,350,0.477787456,1097,2296,0.53328347,713,1337
7/16/2025,Wednesday,0.794892916,965,1214,0.942028986,325,345,0.560402685,668,1192,0.765734266,1095,1430,0.957142857,335,350,0.486933798,1118,2296,0.551234106,737,1337
7/17/2025,Thursday,0.824546952,1001,1214,0.915942029,316,345,0.603187919,719,1192,0.711188811,1017,1430,0.942857143,330,350,0.505226481,1160,2296,0.599850411,802,1337
7/18/2025,Friday,0.812191104,986,1214,0.849275362,293,345,0.606543624,723,1192,0.546153846,781,1430,0.962857143,337,350,0.544860627,1251,2296,0.579655946,775,1337
7/19/2025,Saturday,0.805601318,978,1214,0.826086957,285,345,0.595637584,710,1192,0.439160839,628,1430,0.894285714,313,350,0.638066202,1465,2296,0.587883321,786,1337
7/20/2025,Sunday,0.744645799,904,1214,0.811594203,280,345,0.593959732,708,1192,0.414685315,593,1430,0.914285714,320,350,0.516986063,1187,2296,0.554225879,741,1337
7/21/2025,Monday,0.766886326,931,1214,0.872463768,301,345,0.537751678,641,1192,0.611188811,874,1430,0.945714286,331,350,0.478658537,1099,2296,0.548990277,734,1337
7/22/2025,Tuesday,0.789950577,959,1214,0.930434783,321,345,0.525167785,626,1192,0.74965035,1072,1430,0.934285714,327,350,0.473432056,1087,2296,0.530291698,709,1337
7/23/2025,Wednesday,0.801482702,973,1214,0.892753623,308,345,0.561241611,669,1192,0.782517483,1119,1430,0.954285714,334,350,0.483449477,1110,2296,0.534779357,715,1337
7/24/2025,Thursday,0.86985173,1056,1214,0.915942029,316,345,0.633389262,755,1192,0.703496503,1006,1430,0.957142857,335,350,0.522212544,1199,2296,0.583395662,780,1337
7/25/2025,Friday,0.905271829,1099,1214,0.855072464,295,345,0.713926174,851,1192,0.51958042,743,1430,0.948571429,332,350,0.551829268,1267,2296,0.610321616,816,1337
7/26/2025,Saturday,0.866556837,1052,1214,0.87826087,303,345,0.734060403,875,1192,0.435664336,623,1430,0.908571429,318,350,0.550087108,1263,2296,0.599102468,801,1337
7/27/2025,Sunday,0.79324547,963,1214,0.84057971,290,345,0.64261745,766,1192,0.414685315,593,1430,0.928571429,325,350,0.518292683,1190,2296,0.572924458,766,1337
7/28/2025,Monday,0.767710049,932,1214,0.875362319,302,345,0.551174497,657,1192,0.569230769,814,1430,0.957142857,335,350,0.487369338,1119,2296,0.531787584,711,1337
7/29/2025,Tuesday,0.758649094,921,1214,0.875362319,302,345,0.55033557,656,1192,0.667132867,954,1430,0.937142857,328,350,0.446864111,1026,2296,0.507853403,679,1337
7/30/2025,Wednesday,0.777594728,944,1214,0.869565217,300,345,0.54614094,651,1192,0.7,1001,1430,0.931428571,326,350,0.459059233,1054,2296,0.530291698,709,1337
7/31/2025,Thursday,0,,1214,0,,345,0,,1192,0,,1430,0,,350,0,,2296,0,,1337
8/1/2025,Friday,0.847611203,1029,1214,0.84057971,290,345,0.67114094,800,1192,0.516083916,738,1430,0.954285714,334,350,0.542247387,1245,2296,0.554225879,741,1337
8/2/2025,Saturday,0.861614498,1046,1214,0.753623188,260,345,0.694630872,828,1192,0.422377622,604,1430,0.94,329,350,0.546167247,1254,2296,0.551234106,737,1337
8/3/2025,Sunday,0.808072488,981,1214,0.747826087,258,345,0.604026846,720,1192,0.398601399,570,1430,0.914285714,320,350,0.518292683,1190,2296,0.524308153,701,1337
8/4/2025,Monday,0.729818781,886,1214,0.855072464,295,345,0.543624161,648,1192,0.567132867,811,1430,0.948571429,332,350,0.482578397,1108,2296,0.530291698,709,1337
8/5/2025,Tuesday,0.751235585,912,1214,0.895652174,309,345,0.513422819,612,1192,0.665034965,951,1430,0.962857143,337,350,0.462543554,1062,2296,0.504113687,674,1337
8/6/2025,Wednesday,0.766886326,931,1214,0.913043478,315,345,0.544463087,649,1192,0.725874126,1038,1430,0.954285714,334,350,0.472125436,1084,2296,0.445026178,595,1337
8/7/2025,Thursday,0.810543657,984,1214,0.924637681,319,345,0.593959732,708,1192,0.655944056,938,1430,0.951428571,333,350,0.516550523,1186,2296,0.538519073,720,1337
8/8/2025,Friday,0.808072488,981,1214,0.875362319,302,345,0.67114094,800,1192,0.454545455,650,1430,0.94,329,350,0.543118467,1247,2296,0.56394914,754,1337
8/9/2025,Saturday,0.771004942,936,1214,0.75942029,262,345,0.645973154,770,1192,0.38951049,557,1430,0.951428571,333,350,0.549651568,1262,2296,0.545250561,729,1337
8/10/2025,Sunday,0.698517298,848,1214,0.811594203,280,345,0.612416107,730,1192,0.358041958,512,1430,0.86,301,350,0.493902439,1134,2296,0.572176515,765,1337
8/11/2025,Monday,0.708401977,860,1214,0.892753623,308,345,0.543624161,648,1192,0.527272727,754,1430,0.974285714,341,350,0.452090592,1038,2296,0.498130142,666,1337
