Day,lotType,lotSpaces,lotVacancy,lotOccupied,percentCapacity
323,lot2_premium,324,268,56.0,0.1728395061728395
323,lot3,1192,531,661.0,0.5545302013422819
323,lot4_general,1430,677,753.0,0.5265734265734265
323,lot4_premium,352,97,255.0,0.7244318181818182
323,lot5,2200,2200,0.0,0.0
323,lot6,-1,-1,-1.0,-1.0
324,lot2_general,1219,778,441.0,0.36177194421657094
324,lot2_premium,324,261,63.0,0.19444444444444445
324,lot3,1192,622,570.0,0.47818791946308725
324,lot4_general,1430,728,702.0,0.4909090909090909
324,lot4_premium,352,100,252.0,0.7159090909090909
324,lot5,2200,2200,0.0,0.0
324,lot6,-1,-1,-1.0,-1.0
325,lot2_general,1219,781,438.0,0.35931091058244463
325,lot2_premium,324,267,57.0,0.17592592592592593
325,lot3,1192,641,551.0,0.462248322147651
325,lot4_general,1430,688,742.0,0.5188811188811189
325,lot4_premium,352,85,267.0,0.7585227272727273
325,lot5,2200,2200,0.0,0.0
325,lot6,-1,-1,-1.0,-1.0
326,lot2_general,1219,639,580.0,0.47579983593109104
326,lot2_premium,324,256,68.0,0.20987654320987653
326,lot3,1192,625,567.0,0.47567114093959734
326,lot4_general,1430,715,715.0,0.5
326,lot4_premium,352,91,261.0,0.7414772727272727
326,lot5,2200,2200,0.0,0.0
326,lot6,-1,-1,-1.0,-1.0
327,lot2_general,1219,516,703.0,0.5767022149302707
327,lot2_premium,324,258,66.0,0.2037037037037037
327,lot3,1192,438,754.0,0.6325503355704698
327,lot4_general,1430,580,850.0,0.5944055944055944
327,lot4_premium,352,88,264.0,0.75
327,lot5,2200,2200,0.0,0.0
327,lot6,-1,-1,-1.0,-1.0
328,lot2_general,1219,473,746.0,0.6119770303527482
328,lot2_premium,324,258,66.0,0.2037037037037037
328,lot3,1192,412,780.0,0.6543624161073825
328,lot4_general,1430,520,910.0,0.6363636363636364
328,lot4_premium,352,72,280.0,0.7954545454545454
328,lot5,2200,2200,0.0,0.0
328,lot6,-1,-1,-1.0,-1.0
329,lot2_general,1219,692,527.0,0.43232157506152585
329,lot2_premium,324,297,27.0,0.08333333333333333
329,lot3,1192,507,685.0,0.5746644295302014
329,lot4_general,1430,766,664.0,0.4643356643356643
329,lot4_premium,352,130,222.0,0.6306818181818182
329,lot5,2200,2200,0.0,0.0
329,lot6,-1,-1,-1.0,-1.0
330,lot2_general,1219,745,474.0,0.3888433141919606
330,lot2_premium,324,277,47.0,0.14506172839506173
330,lot3,1192,504,688.0,0.5771812080536913
330,lot4_general,1430,706,724.0,0.5062937062937063
330,lot4_premium,352,97,255.0,0.7244318181818182
330,lot5,2200,2200,0.0,0.0
330,lot6,-1,-1,-1.0,-1.0
331,lot2_general,1219,779,440.0,0.3609515996718622
331,lot2_premium,324,282,42.0,0.12962962962962962
331,lot3,1192,572,620.0,0.5201342281879194
331,lot4_general,1430,785,645.0,0.45104895104895104
331,lot4_premium,352,119,233.0,0.6619318181818182
331,lot5,2200,2200,0.0,0.0
331,lot6,-1,-1,-1.0,-1.0
332,lot2_general,1219,762,457.0,0.3748974569319114
332,lot2_premium,324,284,40.0,0.12345679012345678
332,lot3,1192,537,655.0,0.549496644295302
332,lot4_general,1430,714,716.0,0.5006993006993007
332,lot4_premium,352,122,230.0,0.6534090909090909
332,lot5,2200,2200,0.0,0.0
332,lot6,-1,-1,-1.0,-1.0
333,lot2_general,1219,734,485.0,0.3978671041837572
333,lot2_premium,324,283,41.0,0.12654320987654322
333,lot3,1192,513,679.0,0.5696308724832215
333,lot4_general,1430,745,685.0,0.479020979020979
333,lot4_premium,352,97,255.0,0.7244318181818182
333,lot5,2200,2200,0.0,0.0
333,lot6,-1,-1,-1.0,-1.0
334,lot2_general,1219,684,535.0,0.4388843314191961
334,lot2_premium,324,272,52.0,0.16049382716049382
334,lot3,1192,470,722.0,0.6057046979865772
334,lot4_general,1430,683,747.0,0.5223776223776224
334,lot4_premium,352,103,249.0,0.7073863636363636
334,lot5,2200,2200,0.0,0.0
334,lot6,-1,-1,-1.0,-1.0
335,lot2_general,1219,484,735.0,0.6029532403609515
335,lot2_premium,324,263,61.0,0.1882716049382716
335,lot3,1192,395,797.0,0.6686241610738255
335,lot4_general,1430,626,804.0,0.5622377622377622
335,lot4_premium,352,97,255.0,0.7244318181818182
335,lot5,2200,2200,0.0,0.0
335,lot6,-1,-1,-1.0,-1.0
336,lot2_general,1219,687,532.0,0.4364232977850697
336,lot2_premium,324,283,41.0,0.12654320987654322
336,lot3,1192,593,599.0,0.50251677852349
336,lot4_general,1430,841,589.0,0.41188811188811186
336,lot4_premium,352,174,178.0,0.5056818181818182
336,lot5,2200,2200,0.0,0.0
336,lot6,-1,-1,-1.0,-1.0
337,lot2_general,1219,653,566.0,0.4643150123051682
337,lot2_premium,324,260,64.0,0.19753086419753085
337,lot3,1192,512,680.0,0.5704697986577181
337,lot4_general,1430,682,748.0,0.5230769230769231
337,lot4_premium,352,88,264.0,0.75
337,lot5,2200,2200,0.0,0.0
337,lot6,-1,-1,-1.0,-1.0
338,lot2_general,1219,598,621.0,0.5094339622641509
338,lot2_premium,324,261,63.0,0.19444444444444445
338,lot3,1192,622,570.0,0.47818791946308725
338,lot4_general,1430,682,748.0,0.5230769230769231
338,lot4_premium,352,68,284.0,0.8068181818181818
338,lot5,2200,2200,0.0,0.0
338,lot6,-1,-1,-1.0,-1.0
339,lot2_general,1219,735,484.0,0.3970467596390484
339,lot2_premium,324,259,65.0,0.2006172839506173
339,lot3,1192,605,587.0,0.4924496644295302
339,lot4_general,1430,641,789.0,0.5517482517482517
339,lot4_premium,352,83,269.0,0.7642045454545454
339,lot5,2200,2200,0.0,0.0
339,lot6,-1,-1,-1.0,-1.0
340,lot2_general,1219,709,510.0,0.41837571780147664
340,lot2_premium,324,265,59.0,0.18209876543209877
340,lot3,1192,580,612.0,0.5134228187919463
340,lot4_general,1430,678,752.0,0.5258741258741259
340,lot4_premium,352,92,260.0,0.7386363636363636
340,lot5,2200,2200,0.0,0.0
340,lot6,-1,-1,-1.0,-1.0
341,lot2_general,1219,509,710.0,0.5824446267432322
341,lot2_premium,324,258,66.0,0.2037037037037037
341,lot3,1192,462,730.0,0.6124161073825504
341,lot4_general,1430,644,786.0,0.5496503496503496
341,lot4_premium,352,72,280.0,0.7954545454545454
341,lot5,2200,2200,0.0,0.0
341,lot6,-1,-1,-1.0,-1.0
342,lot2_general,1219,494,725.0,0.5947497949138638
342,lot2_premium,324,258,66.0,0.2037037037037037
342,lot3,1192,482,710.0,0.5956375838926175
342,lot4_general,1430,660,770.0,0.5384615384615384
342,lot4_premium,352,54,298.0,0.8465909090909091
342,lot5,2200,2200,0.0,0.0
342,lot6,-1,-1,-1.0,-1.0
343,lot2_general,1219,766,453.0,0.3716160787530763
343,lot2_premium,324,279,45.0,0.1388888888888889
343,lot3,1192,677,515.0,0.4320469798657718
343,lot4_general,1430,837,593.0,0.41468531468531467
343,lot4_premium,352,150,202.0,0.5738636363636364
343,lot5,2200,2200,0.0,0.0
343,lot6,-1,-1,-1.0,-1.0
344,lot2_general,1219,807,412.0,0.3379819524200164
344,lot2_premium,324,269,55.0,0.1697530864197531
344,lot3,1192,660,532.0,0.4463087248322148
344,lot4_general,1430,758,672.0,0.4699300699300699
344,lot4_premium,352,180,172.0,0.48863636363636365
344,lot5,2200,2200,0.0,0.0
344,lot6,-1,-1,-1.0,-1.0
345,lot2_general,1219,787,432.0,0.35438884331419196
345,lot2_premium,324,265,59.0,0.18209876543209877
345,lot3,1192,636,556.0,0.4664429530201342
345,lot4_general,1430,741,689.0,0.4818181818181818
345,lot4_premium,352,85,267.0,0.7585227272727273
345,lot5,2200,2200,0.0,0.0
345,lot6,-1,-1,-1.0,-1.0
346,lot2_general,1219,835,384.0,0.31501230516817064
346,lot2_premium,324,271,53.0,0.16358024691358025
346,lot3,1192,668,524.0,0.4395973154362416
346,lot4_general,1430,712,718.0,0.5020979020979021
346,lot4_premium,352,116,236.0,0.6704545454545454
346,lot5,2200,2200,0.0,0.0
346,lot6,-1,-1,-1.0,-1.0
347,lot2_general,1219,808,411.0,0.33716160787530763
347,lot2_premium,324,269,55.0,0.1697530864197531
347,lot3,1192,612,580.0,0.4865771812080537
347,lot4_general,1430,694,736.0,0.5146853146853146
347,lot4_premium,352,103,249.0,0.7073863636363636
347,lot5,2200,2200,0.0,0.0
347,lot6,-1,-1,-1.0,-1.0
348,lot2_general,1219,599,620.0,0.5086136177194421
348,lot2_premium,324,252,72.0,0.2222222222222222
348,lot3,1192,462,730.0,0.6124161073825504
348,lot4_general,1430,678,752.0,0.5258741258741259
348,lot4_premium,352,82,270.0,0.7670454545454546
348,lot5,2200,2200,0.0,0.0
348,lot6,-1,-1,-1.0,-1.0
349,lot2_general,1219,571,648.0,0.5315832649712879
349,lot2_premium,324,246,78.0,0.24074074074074073
349,lot3,1192,447,745.0,0.625
349,lot4_general,1430,620,810.0,0.5664335664335665
349,lot4_premium,352,72,280.0,0.7954545454545454
349,lot5,2200,2200,0.0,0.0
349,lot6,-1,-1,-1.0,-1.0
350,lot2_general,1219,777,442.0,0.36259228876127975
350,lot2_premium,324,284,40.0,0.12345679012345678
350,lot3,1192,648,544.0,0.4563758389261745
350,lot4_general,1430,857,573.0,0.4006993006993007
350,lot4_premium,352,140,212.0,0.6022727272727273
350,lot5,2200,2200,0.0,0.0
350,lot6,-1,-1,-1.0,-1.0
351,lot2_general,1219,769,450.0,0.36915504511895
351,lot2_premium,324,277,47.0,0.14506172839506173
351,lot3,1192,657,535.0,0.4488255033557047
351,lot4_general,1430,700,730.0,0.5104895104895105
351,lot4_premium,352,93,259.0,0.7357954545454546
351,lot5,2200,2200,0.0,0.0
351,lot6,-1,-1,-1.0,-1.0
352,lot2_general,1219,739,480.0,0.3937653814602133
352,lot2_premium,324,267,57.0,0.17592592592592593
352,lot3,1192,632,560.0,0.4697986577181208
352,lot4_general,1430,673,757.0,0.5293706293706294
352,lot4_premium,352,86,266.0,0.7556818181818182
352,lot5,2200,2200,0.0,0.0
352,lot6,-1,-1,-1.0,-1.0
353,lot2_general,1219,793,426.0,0.3494667760459393
353,lot2_premium,324,275,49.0,0.15123456790123457
353,lot3,1192,757,435.0,0.3649328859060403
353,lot4_general,1430,637,793.0,0.5545454545454546
353,lot4_premium,352,108,244.0,0.6931818181818182
353,lot5,2200,2200,0.0,0.0
353,lot6,-1,-1,-1.0,-1.0
354,lot2_general,1219,699,520.0,0.4265791632485644
354,lot2_premium,324,274,50.0,0.15432098765432098
354,lot3,1192,582,610.0,0.511744966442953
354,lot4_general,1430,695,735.0,0.513986013986014
354,lot4_premium,352,99,253.0,0.71875
354,lot5,2200,2200,0.0,0.0
354,lot6,-1,-1,-1.0,-1.0
355,lot2_general,1219,624,595.0,0.48810500410172275
355,lot2_premium,324,269,55.0,0.1697530864197531
355,lot3,1192,477,715.0,0.5998322147651006
355,lot4_general,1430,682,748.0,0.5230769230769231
355,lot4_premium,352,99,253.0,0.71875
355,lot5,2200,2200,0.0,0.0
355,lot6,-1,-1,-1.0,-1.0
356,lot2_general,1219,405,814.0,0.667760459392945
356,lot2_premium,324,274,50.0,0.15432098765432098
356,lot3,1192,439,753.0,0.6317114093959731
356,lot4_general,1430,500,930.0,0.6503496503496503
356,lot4_premium,352,94,258.0,0.7329545454545454
356,lot5,2200,2200,0.0,0.0
356,lot6,-1,-1,-1.0,-1.0
357,lot2_general,1219,696,523.0,0.42904019688269074
357,lot2_premium,324,293,31.0,0.09567901234567901
357,lot3,1192,611,581.0,0.4874161073825503
357,lot4_general,1430,773,657.0,0.45944055944055945
357,lot4_premium,352,174,178.0,0.5056818181818182
357,lot5,2200,2200,0.0,0.0
357,lot6,-1,-1,-1.0,-1.0
358,lot2_general,1219,792,427.0,0.3502871205906481
358,lot2_premium,324,279,45.0,0.1388888888888889
358,lot3,1192,605,587.0,0.4924496644295302
358,lot4_general,1430,675,755.0,0.527972027972028
358,lot4_premium,352,107,245.0,0.6960227272727273
358,lot5,2200,2200,0.0,0.0
358,lot6,-1,-1,-1.0,-1.0
359,lot2_general,1219,854,365.0,0.29942575881870387
359,lot2_premium,324,282,42.0,0.12962962962962962
359,lot3,1192,697,495.0,0.4152684563758389
359,lot4_general,1430,639,791.0,0.5531468531468532
359,lot4_premium,352,89,263.0,0.7471590909090909
359,lot5,2200,2200,0.0,0.0
359,lot6,-1,-1,-1.0,-1.0
360,lot2_general,1219,851,368.0,0.3018867924528302
360,lot2_premium,324,269,55.0,0.1697530864197531
360,lot3,1192,641,551.0,0.462248322147651
360,lot4_general,1430,612,818.0,0.5720279720279721
360,lot4_premium,352,102,250.0,0.7102272727272727
360,lot5,2200,2200,0.0,0.0
360,lot6,-1,-1,-1.0,-1.0
361,lot2_general,1219,617,602.0,0.4938474159146842
361,lot2_premium,324,262,62.0,0.19135802469135801
361,lot3,1192,529,663.0,0.5562080536912751
361,lot4_general,1430,628,802.0,0.5608391608391609
361,lot4_premium,352,102,250.0,0.7102272727272727
361,lot5,2200,2200,0.0,0.0
361,lot6,-1,-1,-1.0,-1.0
362,lot2_general,1219,485,734.0,0.6021328958162429
362,lot2_premium,324,246,78.0,0.24074074074074073
362,lot3,1192,379,813.0,0.6820469798657718
362,lot4_general,1430,542,888.0,0.620979020979021
362,lot4_premium,352,89,263.0,0.7471590909090909
362,lot5,2200,2200,0.0,0.0
362,lot6,-1,-1,-1.0,-1.0
363,lot2_general,1219,421,798.0,0.6546349466776046
363,lot2_premium,324,229,95.0,0.2932098765432099
363,lot3,1192,373,819.0,0.6870805369127517
363,lot4_general,1430,560,870.0,0.6083916083916084
363,lot4_premium,352,65,287.0,0.8153409090909091
363,lot5,2200,2200,0.0,0.0
363,lot6,-1,-1,-1.0,-1.0
364,lot2_general,1219,765,454.0,0.3724364232977851
364,lot2_premium,324,271,53.0,0.16358024691358025
364,lot3,1192,510,682.0,0.5721476510067114
364,lot4_general,1430,822,608.0,0.4251748251748252
364,lot4_premium,352,156,196.0,0.5568181818181818
364,lot5,2200,2200,0.0,0.0
364,lot6,-1,-1,-1.0,-1.0
365,lot2_general,1219,799,420.0,0.3445447087776866
365,lot2_premium,324,257,67.0,0.20679012345679013
365,lot3,1192,603,589.0,0.4941275167785235
365,lot4_general,1430,726,704.0,0.49230769230769234
365,lot4_premium,352,86,266.0,0.7556818181818182
365,lot5,2200,2200,0.0,0.0
365,lot6,-1,-1,-1.0,-1.0
366,lot2_general,1219,759,460.0,0.37735849056603776
366,lot2_premium,324,248,76.0,0.2345679012345679
366,lot3,1192,584,608.0,0.5100671140939598
366,lot4_general,1430,668,762.0,0.5328671328671328
366,lot4_premium,352,60,292.0,0.8295454545454546
366,lot5,2200,2200,0.0,0.0
366,lot6,-1,-1,-1.0,-1.0
367,lot2_general,1219,802,417.0,0.3420836751435603
367,lot2_premium,324,244,80.0,0.24691358024691357
367,lot3,1192,594,598.0,0.5016778523489933
367,lot4_general,1430,598,832.0,0.5818181818181818
367,lot4_premium,352,77,275.0,0.78125
367,lot5,2200,2200,0.0,0.0
367,lot6,-1,-1,-1.0,-1.0
368,lot2_general,1219,769,450.0,0.36915504511895
368,lot2_premium,324,245,79.0,0.24382716049382716
368,lot3,1192,432,760.0,0.6375838926174496
368,lot4_general,1430,563,867.0,0.6062937062937063
368,lot4_premium,352,90,262.0,0.7443181818181818
368,lot5,2200,2200,0.0,0.0
368,lot6,-1,-1,-1.0,-1.0
369,lot2_general,1219,549,670.0,0.549630844954881
369,lot2_premium,324,242,82.0,0.25308641975308643
369,lot3,1192,304,888.0,0.7449664429530202
369,lot4_general,1430,620,810.0,0.5664335664335665
369,lot4_premium,352,75,277.0,0.7869318181818182
369,lot5,2200,2200,0.0,0.0
369,lot6,-1,-1,-1.0,-1.0
370,lot2_general,1219,677,542.0,0.4446267432321575
370,lot2_premium,324,246,78.0,0.24074074074074073
370,lot3,1192,475,717.0,0.6015100671140939
370,lot4_general,1430,731,699.0,0.4888111888111888
370,lot4_premium,352,151,201.0,0.5710227272727273
370,lot5,2200,2200,0.0,0.0
370,lot6,-1,-1,-1.0,-1.0
371,lot2_general,1219,681,538.0,0.4413453650533224
371,lot2_premium,324,255,69.0,0.21296296296296297
371,lot3,1192,495,697.0,0.584731543624161
371,lot4_general,1430,745,685.0,0.479020979020979
371,lot4_premium,352,166,186.0,0.5284090909090909
371,lot5,2200,2200,0.0,0.0
371,lot6,-1,-1,-1.0,-1.0
372,lot2_general,1219,617,602.0,0.4938474159146842
372,lot2_premium,324,243,81.0,0.25
372,lot3,1192,362,830.0,0.6963087248322147
372,lot4_general,1430,648,782.0,0.5468531468531469
372,lot4_premium,352,103,249.0,0.7073863636363636
372,lot5,2200,2200,0.0,0.0
372,lot6,-1,-1,-1.0,-1.0
373,lot2_general,1219,628,591.0,0.48482362592288764
373,lot2_premium,324,238,86.0,0.2654320987654321
373,lot3,1192,402,790.0,0.662751677852349
373,lot4_general,1430,620,810.0,0.5664335664335665
373,lot4_premium,352,62,290.0,0.8238636363636364
373,lot5,2200,2200,0.0,0.0
373,lot6,-1,-1,-1.0,-1.0
374,lot2_general,1219,678,541.0,0.44380639868744876
374,lot2_premium,324,244,80.0,0.24691358024691357
374,lot3,1192,502,690.0,0.5788590604026845
374,lot4_general,1430,560,870.0,0.6083916083916084
374,lot4_premium,352,96,256.0,0.7272727272727273
374,lot5,2200,2200,0.0,0.0
374,lot6,-1,-1,-1.0,-1.0
375,lot2_general,1219,608,611.0,0.5012305168170632
375,lot2_premium,324,248,76.0,0.2345679012345679
375,lot3,1192,416,776.0,0.6510067114093959
375,lot4_general,1430,534,896.0,0.6265734265734266
375,lot4_premium,352,90,262.0,0.7443181818181818
375,lot5,2200,2200,0.0,0.0
375,lot6,-1,-1,-1.0,-1.0
376,lot2_general,1219,469,750.0,0.6152584085315833
376,lot2_premium,324,232,92.0,0.2839506172839506
376,lot3,1192,345,847.0,0.7105704697986577
376,lot4_general,1430,490,940.0,0.6573426573426573
376,lot4_premium,352,79,273.0,0.7755681818181818
376,lot5,2200,2200,0.0,0.0
376,lot6,-1,-1,-1.0,-1.0
377,lot2_general,1219,480,739.0,0.6062346185397867
377,lot2_premium,324,236,88.0,0.2716049382716049
377,lot3,1192,314,878.0,0.7365771812080537
377,lot4_general,1430,460,970.0,0.6783216783216783
377,lot4_premium,352,72,280.0,0.7954545454545454
377,lot5,2200,2200,0.0,0.0
377,lot6,-1,-1,-1.0,-1.0
378,lot2_general,1219,324,895.0,0.734208367514356
378,lot2_premium,324,187,137.0,0.4228395061728395
378,lot3,1192,251,941.0,0.7894295302013423
378,lot4_general,1430,466,964.0,0.6741258741258741
378,lot4_premium,352,55,297.0,0.84375
378,lot5,2200,2200,0.0,0.0
378,lot6,-1,-1,-1.0,-1.0
379,lot2_general,1219,573,646.0,0.5299425758818704
379,lot2_premium,324,255,69.0,0.21296296296296297
379,lot3,1192,454,738.0,0.6191275167785235
379,lot4_general,1430,600,830.0,0.5804195804195804
379,lot4_premium,352,70,282.0,0.8011363636363636
379,lot5,2200,2200,0.0,0.0
379,lot6,-1,-1,-1.0,-1.0
380,lot2_general,1219,647,572.0,0.4692370795734208
380,lot2_premium,324,231,93.0,0.28703703703703703
380,lot3,1192,567,625.0,0.5243288590604027
380,lot4_general,1430,534,896.0,0.6265734265734266
380,lot4_premium,352,63,289.0,0.8210227272727273
380,lot5,2200,2200,0.0,0.0
380,lot6,-1,-1,-1.0,-1.0
381,lot2_general,1219,600,619.0,0.5077932731747334
381,lot2_premium,324,240,84.0,0.25925925925925924
381,lot3,1192,515,677.0,0.5679530201342282
381,lot4_general,1430,563,867.0,0.6062937062937063
381,lot4_premium,352,93,259.0,0.7357954545454546
381,lot5,2200,2200,0.0,0.0
381,lot6,-1,-1,-1.0,-1.0
382,lot2_general,1219,584,635.0,0.5209187858900738
382,lot2_premium,324,250,74.0,0.22839506172839505
382,lot3,1192,427,765.0,0.6417785234899329
382,lot4_general,1430,549,881.0,0.6160839160839161
382,lot4_premium,352,92,260.0,0.7386363636363636
382,lot5,2200,2200,0.0,0.0
382,lot6,-1,-1,-1.0,-1.0
383,lot2_general,1219,436,783.0,0.6423297785069729
383,lot2_premium,324,247,77.0,0.23765432098765432
383,lot3,1192,273,919.0,0.7709731543624161
383,lot4_general,1430,520,910.0,0.6363636363636364
383,lot4_premium,352,66,286.0,0.8125
383,lot5,2200,2200,0.0,0.0
383,lot6,-1,-1,-1.0,-1.0
384,lot2_general,1219,328,891.0,0.7309269893355209
384,lot2_premium,324,243,81.0,0.25
384,lot3,1192,242,950.0,0.7969798657718121
384,lot4_general,1430,356,1074.0,0.7510489510489511
384,lot4_premium,352,63,289.0,0.8210227272727273
384,lot5,2200,2200,0.0,0.0
384,lot6,-1,-1,-1.0,-1.0
385,lot2_general,1219,622,597.0,0.48974569319114025
385,lot2_premium,324,259,65.0,0.2006172839506173
385,lot3,1192,434,758.0,0.6359060402684564
385,lot4_general,1430,467,963.0,0.6734265734265734
385,lot4_premium,352,139,213.0,0.6051136363636364
385,lot5,2200,2200,0.0,0.0
385,lot6,-1,-1,-1.0,-1.0
386,lot2_general,1219,367,852.0,0.6989335520918786
386,lot2_premium,324,244,80.0,0.24691358024691357
386,lot3,1192,263,929.0,0.7793624161073825
386,lot4_general,1430,480,950.0,0.6643356643356644
386,lot4_premium,352,77,275.0,0.78125
386,lot5,2200,2200,0.0,0.0
386,lot6,-1,-1,-1.0,-1.0
387,lot2_general,1219,594,625.0,0.5127153404429861
387,lot2_premium,324,236,88.0,0.2716049382716049
387,lot3,1192,502,690.0,0.5788590604026845
387,lot4_general,1430,500,930.0,0.6503496503496503
387,lot4_premium,352,73,279.0,0.7926136363636364
387,lot5,2200,2200,0.0,0.0
387,lot6,-1,-1,-1.0,-1.0
388,lot2_general,1219,511,708.0,0.5808039376538146
388,lot2_premium,324,248,76.0,0.2345679012345679
388,lot3,1192,465,727.0,0.6098993288590604
388,lot4_general,1430,560,870.0,0.6083916083916084
388,lot4_premium,352,79,273.0,0.7755681818181818
388,lot5,2200,2200,0.0,0.0
388,lot6,-1,-1,-1.0,-1.0
389,lot2_general,1219,567,652.0,0.534864643150123
389,lot2_premium,324,260,64.0,0.19753086419753085
389,lot3,1192,434,758.0,0.6359060402684564
389,lot4_general,1430,615,815.0,0.5699300699300699
389,lot4_premium,352,82,270.0,0.7670454545454546
389,lot5,2200,2200,0.0,0.0
389,lot6,-1,-1,-1.0,-1.0
390,lot2_general,1219,294,925.0,0.7588187038556193
390,lot2_premium,324,247,77.0,0.23765432098765432
390,lot3,1192,332,860.0,0.7214765100671141
390,lot4_general,1430,524,906.0,0.6335664335664336
390,lot4_premium,352,47,305.0,0.8664772727272727
390,lot5,2200,2025,175.0,0.07954545454545454
390,lot6,-1,-1,-1.0,-1.0
391,lot2_general,1219,166,1053.0,0.8638228055783429
391,lot2_premium,324,237,87.0,0.26851851851851855
391,lot3,1192,366,826.0,0.6929530201342282
391,lot4_general,1430,504,926.0,0.6475524475524476
391,lot4_premium,352,34,318.0,0.9034090909090909
391,lot5,2200,1967,233.0,0.10590909090909091
391,lot6,-1,-1,-1.0,-1.0
392,lot2_general,1219,323,896.0,0.7350287120590648
392,lot2_premium,324,246,78.0,0.24074074074074073
392,lot3,1192,347,845.0,0.7088926174496645
392,lot4_general,1430,488,942.0,0.6587412587412588
392,lot4_premium,352,45,307.0,0.8721590909090909
392,lot5,2200,1881,319.0,0.145
392,lot6,-1,-1,-1.0,-1.0
393,lot2_general,1219,696,523.0,0.42904019688269074
393,lot2_premium,324,280,44.0,0.13580246913580246
393,lot3,1192,666,526.0,0.4412751677852349
393,lot4_general,1430,916,514.0,0.3594405594405594
393,lot4_premium,352,188,164.0,0.4659090909090909
393,lot5,2200,2200,0.0,0.0
393,lot6,-1,-1,-1.0,-1.0
394,lot2_general,1219,771,448.0,0.3675143560295324
394,lot2_premium,324,277,47.0,0.14506172839506173
394,lot3,1192,676,516.0,0.43288590604026844
394,lot4_general,1430,850,580.0,0.40559440559440557
394,lot4_premium,352,104,248.0,0.7045454545454546
394,lot5,2200,2200,0.0,0.0
394,lot6,-1,-1,-1.0,-1.0
395,lot2_general,1219,702,517.0,0.42411812961443807
395,lot2_premium,324,266,58.0,0.17901234567901234
395,lot3,1192,717,475.0,0.39848993288590606
395,lot4_general,1430,818,612.0,0.427972027972028
395,lot4_premium,352,69,283.0,0.8039772727272727
395,lot5,2200,1837,363.0,0.165
395,lot6,-1,-1,-1.0,-1.0
396,lot2_general,1219,643,576.0,0.4725184577522559
