Date,Day,Lot,% Capacity,Occupied,Spaces
2021-05-14,Friday,LOT 2 General,61.52584085315833,750.0,1219
2021-05-14,Friday,LOT 2 Premium,28.39506172839506,92.0,324
2021-05-14,Friday,LOT 2 Value,0.0,0.0,0
2021-05-14,Friday,LOT 3,71.05704697986577,847.0,1192
2021-05-14,Friday,LOT 4 General,65.73426573426573,940.0,1430
2021-05-14,Friday,LOT 4 Premium,77.55681818181817,273.0,352
2021-05-14,Friday,LOT 5,0.0,0.0,2200
2021-05-14,Friday,LOT 5 Value,0.0,0.0,0
2021-05-14,Friday,LOT 6,-100.0,-1.0,-1
2021-05-15,Saturday,LOT 2 General,60.62346185397867,739.0,1219
2021-05-15,Saturday,LOT 2 Premium,27.160493827160494,88.0,324
2021-05-15,Saturday,LOT 2 Value,0.0,0.0,0
2021-05-15,Saturday,LOT 3,73.65771812080537,878.0,1192
2021-05-15,Saturday,LOT 4 General,67.83216783216784,970.0,1430
2021-05-15,Saturday,LOT 4 Premium,79.54545454545455,280.0,352
2021-05-15,Saturday,LOT 5,0.0,0.0,2200
2021-05-15,Saturday,LOT 5 Value,0.0,0.0,0
2021-05-15,Saturday,LOT 6,-100.0,-1.0,-1
2021-05-16,Sunday,LOT 2 General,73.4208367514356,895.0,1219
2021-05-16,Sunday,LOT 2 Premium,42.28395061728395,137.0,324
2021-05-16,Sunday,LOT 2 Value,0.0,0.0,0
2021-05-16,Sunday,LOT 3,78.94295302013423,941.0,1192
2021-05-16,Sunday,LOT 4 General,67.41258741258741,964.0,1430
2021-05-16,Sunday,LOT 4 Premium,84.375,297.0,352
2021-05-16,Sunday,LOT 5,0.0,0.0,2200
2021-05-16,Sunday,LOT 5 Value,0.0,0.0,0
2021-05-16,Sunday,LOT 6,-100.0,-1.0,-1
2021-05-17,Monday,LOT 2 General,52.99425758818705,646.0,1219
2021-05-17,Monday,LOT 2 Premium,21.29629629629629,69.0,324
2021-05-17,Monday,LOT 2 Value,0.0,0.0,0
2021-05-17,Monday,LOT 3,61.91275167785235,738.0,1192
2021-05-17,Monday,LOT 4 General,58.04195804195804,830.0,1430
2021-05-17,Monday,LOT 4 Premium,80.11363636363636,282.0,352
2021-05-17,Monday,LOT 5,0.0,0.0,2200
2021-05-17,Monday,LOT 5 Value,0.0,0.0,0
2021-05-17,Monday,LOT 6,-100.0,-1.0,-1
2021-05-18,Tuesday,LOT 2 General,46.92370795734208,572.0,1219
2021-05-18,Tuesday,LOT 2 Premium,28.7037037037037,93.0,324
2021-05-18,Tuesday,LOT 2 Value,0.0,0.0,0
2021-05-18,Tuesday,LOT 3,52.43288590604027,625.0,1192
2021-05-18,Tuesday,LOT 4 General,62.65734265734266,896.0,1430
2021-05-18,Tuesday,LOT 4 Premium,82.10227272727273,289.0,352
2021-05-18,Tuesday,LOT 5,0.0,0.0,2200
2021-05-18,Tuesday,LOT 5 Value,0.0,0.0,0
2021-05-18,Tuesday,LOT 6,-100.0,-1.0,-1
2021-05-19,Wednesday,LOT 2 General,50.779327317473346,619.0,1219
2021-05-19,Wednesday,LOT 2 Premium,25.92592592592592,84.0,324
2021-05-19,Wednesday,LOT 2 Value,0.0,0.0,0
2021-05-19,Wednesday,LOT 3,56.79530201342282,677.0,1192
2021-05-19,Wednesday,LOT 4 General,60.62937062937063,867.0,1430
2021-05-19,Wednesday,LOT 4 Premium,73.57954545454545,259.0,352
2021-05-19,Wednesday,LOT 5,0.0,0.0,2200
2021-05-19,Wednesday,LOT 5 Value,0.0,0.0,0
2021-05-19,Wednesday,LOT 6,-100.0,-1.0,-1
2021-05-20,Thursday,LOT 2 General,52.09187858900738,635.0,1219
2021-05-20,Thursday,LOT 2 Premium,22.8395061728395,74.0,324
2021-05-20,Thursday,LOT 2 Value,0.0,0.0,0
2021-05-20,Thursday,LOT 3,64.1778523489933,765.0,1192
2021-05-20,Thursday,LOT 4 General,61.608391608391614,881.0,1430
2021-05-20,Thursday,LOT 4 Premium,73.86363636363636,260.0,352
2021-05-20,Thursday,LOT 5,0.0,0.0,2200
2021-05-20,Thursday,LOT 5 Value,0.0,0.0,0
2021-05-20,Thursday,LOT 6,-100.0,-1.0,-1
2021-05-21,Friday,LOT 2 General,64.2329778506973,783.0,1219
2021-05-21,Friday,LOT 2 Premium,23.76543209876543,77.0,324
2021-05-21,Friday,LOT 2 Value,0.0,0.0,0
2021-05-21,Friday,LOT 3,77.09731543624162,919.0,1192
2021-05-21,Friday,LOT 4 General,63.63636363636363,910.0,1430
2021-05-21,Friday,LOT 4 Premium,81.25,286.0,352
2021-05-21,Friday,LOT 5,0.0,0.0,2200
2021-05-21,Friday,LOT 5 Value,0.0,0.0,0
2021-05-21,Friday,LOT 6,-100.0,-1.0,-1
2021-05-22,Saturday,LOT 2 General,73.09269893355209,891.0,1219
2021-05-22,Saturday,LOT 2 Premium,25.0,81.0,324
2021-05-22,Saturday,LOT 2 Value,0.0,0.0,0
2021-05-22,Saturday,LOT 3,79.69798657718121,950.0,1192
2021-05-22,Saturday,LOT 4 General,75.1048951048951,1074.0,1430
2021-05-22,Saturday,LOT 4 Premium,82.10227272727273,289.0,352
2021-05-22,Saturday,LOT 5,0.0,0.0,2200
2021-05-22,Saturday,LOT 5 Value,0.0,0.0,0
2021-05-22,Saturday,LOT 6,-100.0,-1.0,-1
2021-05-23,Sunday,LOT 2 General,48.97456931911402,597.0,1219
2021-05-23,Sunday,LOT 2 Premium,20.061728395061728,65.0,324
2021-05-23,Sunday,LOT 2 Value,0.0,0.0,0
2021-05-23,Sunday,LOT 3,63.59060402684564,758.0,1192
2021-05-23,Sunday,LOT 4 General,67.34265734265735,963.0,1430
2021-05-23,Sunday,LOT 4 Premium,60.51136363636363,213.0,352
2021-05-23,Sunday,LOT 5,0.0,0.0,2200
2021-05-23,Sunday,LOT 5 Value,0.0,0.0,0
2021-05-23,Sunday,LOT 6,-100.0,-1.0,-1
2021-05-24,Monday,LOT 2 General,69.89335520918786,852.0,1219
2021-05-24,Monday,LOT 2 Premium,24.69135802469135,80.0,324
2021-05-24,Monday,LOT 2 Value,0.0,0.0,0
2021-05-24,Monday,LOT 3,77.93624161073825,929.0,1192
2021-05-24,Monday,LOT 4 General,66.43356643356644,950.0,1430
2021-05-24,Monday,LOT 4 Premium,78.125,275.0,352
2021-05-24,Monday,LOT 5,0.0,0.0,2200
2021-05-24,Monday,LOT 5 Value,0.0,0.0,0
2021-05-24,Monday,LOT 6,-100.0,-1.0,-1
2021-05-25,Tuesday,LOT 2 General,51.271534044298605,625.0,1219
2021-05-25,Tuesday,LOT 2 Premium,27.160493827160494,88.0,324
2021-05-25,Tuesday,LOT 2 Value,0.0,0.0,0
2021-05-25,Tuesday,LOT 3,57.88590604026845,690.0,1192
2021-05-25,Tuesday,LOT 4 General,65.03496503496503,930.0,1430
2021-05-25,Tuesday,LOT 4 Premium,79.26136363636364,279.0,352
2021-05-25,Tuesday,LOT 5,0.0,0.0,2200
2021-05-25,Tuesday,LOT 5 Value,0.0,0.0,0
2021-05-25,Tuesday,LOT 6,-100.0,-1.0,-1
2021-05-26,Wednesday,LOT 2 General,58.08039376538146,708.0,1219
2021-05-26,Wednesday,LOT 2 Premium,23.456790123456788,76.0,324
2021-05-26,Wednesday,LOT 2 Value,0.0,0.0,0
2021-05-26,Wednesday,LOT 3,60.98993288590604,727.0,1192
2021-05-26,Wednesday,LOT 4 General,60.83916083916085,870.0,1430
2021-05-26,Wednesday,LOT 4 Premium,77.55681818181817,273.0,352
2021-05-26,Wednesday,LOT 5,0.0,0.0,2200
2021-05-26,Wednesday,LOT 5 Value,0.0,0.0,0
2021-05-26,Wednesday,LOT 6,-100.0,-1.0,-1
2021-05-27,Thursday,LOT 2 General,53.486464315012306,652.0,1219
2021-05-27,Thursday,LOT 2 Premium,19.753086419753078,64.0,324
2021-05-27,Thursday,LOT 2 Value,0.0,0.0,0
2021-05-27,Thursday,LOT 3,63.59060402684564,758.0,1192
2021-05-27,Thursday,LOT 4 General,56.993006993006986,815.0,1430
2021-05-27,Thursday,LOT 4 Premium,76.70454545454545,270.0,352
2021-05-27,Thursday,LOT 5,0.0,0.0,2200
2021-05-27,Thursday,LOT 5 Value,0.0,0.0,0
2021-05-27,Thursday,LOT 6,-100.0,-1.0,-1
2021-05-28,Friday,LOT 2 General,75.88187038556194,925.0,1219
2021-05-28,Friday,LOT 2 Premium,23.76543209876543,77.0,324
2021-05-28,Friday,LOT 2 Value,0.0,0.0,0
2021-05-28,Friday,LOT 3,72.14765100671141,860.0,1192
2021-05-28,Friday,LOT 4 General,63.35664335664336,906.0,1430
2021-05-28,Friday,LOT 4 Premium,86.64772727272727,305.0,352
2021-05-28,Friday,LOT 5,7.954545454545451,175.0,2200
2021-05-28,Friday,LOT 5 Value,0.0,0.0,0
2021-05-28,Friday,LOT 6,-100.0,-1.0,-1
2021-05-29,Saturday,LOT 2 General,86.38228055783429,1053.0,1219
2021-05-29,Saturday,LOT 2 Premium,26.851851851851848,87.0,324
2021-05-29,Saturday,LOT 2 Value,0.0,0.0,0
2021-05-29,Saturday,LOT 3,69.29530201342283,826.0,1192
2021-05-29,Saturday,LOT 4 General,64.75524475524476,926.0,1430
2021-05-29,Saturday,LOT 4 Premium,90.34090909090908,318.0,352
2021-05-29,Saturday,LOT 5,10.59090909090909,233.0,2200
2021-05-29,Saturday,LOT 5 Value,0.0,0.0,0
2021-05-29,Saturday,LOT 6,-100.0,-1.0,-1
2021-05-30,Sunday,LOT 2 General,73.50287120590649,896.0,1219
2021-05-30,Sunday,LOT 2 Premium,24.07407407407407,78.0,324
2021-05-30,Sunday,LOT 2 Value,0.0,0.0,0
2021-05-30,Sunday,LOT 3,70.88926174496645,845.0,1192
2021-05-30,Sunday,LOT 4 General,65.87412587412588,942.0,1430
2021-05-30,Sunday,LOT 4 Premium,87.2159090909091,307.0,352
2021-05-30,Sunday,LOT 5,14.499999999999998,319.0,2200
2021-05-30,Sunday,LOT 5 Value,0.0,0.0,0
2021-05-30,Sunday,LOT 6,-100.0,-1.0,-1
2021-05-31,Monday,LOT 2 General,42.90401968826907,523.0,1219
2021-05-31,Monday,LOT 2 Premium,13.58024691358024,44.0,324
2021-05-31,Monday,LOT 2 Value,0.0,0.0,0
2021-05-31,Monday,LOT 3,44.12751677852349,526.0,1192
2021-05-31,Monday,LOT 4 General,35.94405594405594,514.0,1430
2021-05-31,Monday,LOT 4 Premium,46.590909090909086,164.0,352
2021-05-31,Monday,LOT 5,0.0,0.0,2200
2021-05-31,Monday,LOT 5 Value,0.0,0.0,0
2021-05-31,Monday,LOT 6,-100.0,-1.0,-1
2021-06-01,Tuesday,LOT 2 General,36.751435602953244,448.0,1219
2021-06-01,Tuesday,LOT 2 Premium,14.50617283950617,47.0,324
2021-06-01,Tuesday,LOT 2 Value,0.0,0.0,0
2021-06-01,Tuesday,LOT 3,43.28859060402684,516.0,1192
2021-06-01,Tuesday,LOT 4 General,40.55944055944055,580.0,1430
2021-06-01,Tuesday,LOT 4 Premium,70.45454545454545,248.0,352
2021-06-01,Tuesday,LOT 5,0.0,0.0,2200
2021-06-01,Tuesday,LOT 5 Value,0.0,0.0,0
2021-06-01,Tuesday,LOT 6,-100.0,-1.0,-1
2021-06-02,Wednesday,LOT 2 General,42.4118129614438,517.0,1219
2021-06-02,Wednesday,LOT 2 Premium,17.90123456790123,58.0,324
2021-06-02,Wednesday,LOT 2 Value,0.0,0.0,0
2021-06-02,Wednesday,LOT 3,39.8489932885906,475.0,1192
2021-06-02,Wednesday,LOT 4 General,42.7972027972028,612.0,1430
2021-06-02,Wednesday,LOT 4 Premium,80.39772727272727,283.0,352
2021-06-02,Wednesday,LOT 5,16.5,363.0,2200
2021-06-02,Wednesday,LOT 5 Value,0.0,0.0,0
2021-06-02,Wednesday,LOT 6,-100.0,-1.0,-1
2021-06-03,Thursday,LOT 2 General,47.25184577522559,576.0,1219
2021-06-03,Thursday,LOT 2 Premium,21.91358024691358,71.0,324
2021-06-03,Thursday,LOT 2 Value,0.0,0.0,0
2021-06-03,Thursday,LOT 3,42.78523489932886,510.0,1192
2021-06-03,Thursday,LOT 4 General,41.32867132867133,591.0,1430
2021-06-03,Thursday,LOT 4 Premium,75.0,264.0,352
2021-06-03,Thursday,LOT 5,15.909090909090908,350.0,2200
2021-06-03,Thursday,LOT 5 Value,0.0,0.0,0
2021-06-03,Thursday,LOT 6,-100.0,-1.0,-1
2021-06-04,Friday,LOT 2 General,53.486464315012306,652.0,1219
2021-06-04,Friday,LOT 2 Premium,23.456790123456788,76.0,324
2021-06-04,Friday,LOT 2 Value,0.0,0.0,0
2021-06-04,Friday,LOT 3,55.369127516778526,660.0,1192
2021-06-04,Friday,LOT 4 General,47.2027972027972,675.0,1430
2021-06-04,Friday,LOT 4 Premium,79.54545454545455,280.0,352
2021-06-04,Friday,LOT 5,28.40909090909091,625.0,2200
2021-06-04,Friday,LOT 5 Value,0.0,0.0,0
2021-06-04,Friday,LOT 6,-100.0,-1.0,-1
2021-06-05,Saturday,LOT 2 General,56.029532403609515,683.0,1219
2021-06-05,Saturday,LOT 2 Premium,24.07407407407407,78.0,324
2021-06-05,Saturday,LOT 2 Value,0.0,0.0,0
2021-06-05,Saturday,LOT 3,57.466442953020135,685.0,1192
2021-06-05,Saturday,LOT 4 General,40.909090909090914,585.0,1430
