Date,Day,LOT 2 General % Capacity,LOT 2 General Occupied,LOT 2 General Spaces,LOT 2 Premium % Capacity,LOT 2 Premium Occupied,LOT 2 Premium Spaces,LOT 2 Value % Capacity,LOT 2 Value Occupied,LOT 2 Value Spaces,LOT 3 % Capacity,LOT 3 Occupied,LOT 3 Spaces,LOT 4 General % Capacity,LOT 4 General Occupied,LOT 4 General Spaces,LOT 4 Premium % Capacity,LOT 4 Premium Occupied,LOT 4 Premium Spaces,LOT 5 % Capacity,LOT 5 Occupied,LOT 5 Spaces,LOT 5 Value % Capacity,LOT 5 Value Occupied,LOT 5 Value Spaces,LOT 6 % Capacity,LOT 6 Occupied,LOT 6 Spaces,Total Facility % Capacity,Total Facility Occupied,Total Facility Spaces
2020-05-01,Friday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-02,Saturday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-03,Sunday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-04,Monday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-05,Tuesday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-06,Wednesday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-07,Thursday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-08,Friday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-09,Saturday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-10,Sunday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-11,Monday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-12,Tuesday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-13,Wednesday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-14,Thursday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-15,Friday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-16,Saturday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-17,Sunday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-18,Monday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-19,Tuesday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-20,Wednesday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-21,Thursday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-22,Friday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-23,Saturday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-24,Sunday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-25,Monday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-26,Tuesday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-27,Wednesday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-05-28,Thursday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-06-01,Monday,0.1468416735028712,179.0,1219,0.0679012345679012,22.0,324,0.0,0.0,0,0.0033557046979865,4.0,1192,0.3125874125874125,447.0,1430,0.2982954545454545,105.0,352,0.0104545454545454,23.0,2200,0.0,0.0,0,-1.0,-1.0,-1,11.61,780,6717
2020-06-02,Tuesday,0.1328958162428219,162.0,1219,0.0709876543209876,23.0,324,0.0,0.0,0,0.0033557046979865,4.0,1192,0.3293706293706294,471.0,1430,0.3153409090909091,111.0,352,0.0086363636363636,19.0,2200,0.0,0.0,0,-1.0,-1.0,-1,11.76,790,6717
2020-06-03,Wednesday,0.1345365053322395,164.0,1219,0.0802469135802469,26.0,324,0.0,0.0,0,0.0033557046979865,4.0,1192,0.2531468531468531,362.0,1430,0.3409090909090909,120.0,352,0.0086363636363636,19.0,2200,0.0,0.0,0,-1.0,-1.0,-1,10.35,695,6717
2020-06-04,Thursday,0.1534044298605414,187.0,1219,0.0833333333333333,27.0,324,0.0,0.0,0,0.0033557046979865,4.0,1192,0.3433566433566433,491.0,1430,0.3892045454545454,137.0,352,0.009090909090909,20.0,2200,0.0,0.0,0,-1.0,-1.0,-1,12.89,866,6717
2020-06-05,Friday,0.1599671862182116,195.0,1219,0.0709876543209876,23.0,324,0.0,0.0,0,0.0033557046979865,4.0,1192,0.3538461538461538,506.0,1430,0.4289772727272727,151.0,352,0.009090909090909,20.0,2200,0.0,0.0,0,-1.0,-1.0,-1,13.38,899,6717
2020-06-06,Saturday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-06-07,Sunday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-06-08,Monday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-06-09,Tuesday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-06-10,Wednesday,0.1369975389663658,167.0,1219,0.074074074074074,24.0,324,0.0,0.0,0,0.0033557046979865,4.0,1192,0.4097902097902098,586.0,1430,0.5596590909090909,197.0,352,0.0086363636363636,19.0,2200,0.0,0.0,0,-1.0,-1.0,-1,14.84,997,6717
2020-06-11,Thursday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-06-12,Friday,0.1706316652994257,208.0,1219,0.1080246913580246,35.0,324,0.0,0.0,0,0.0033557046979865,4.0,1192,0.5111888111888112,731.0,1430,0.5965909090909091,210.0,352,0.0077272727272727,17.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.94,1205,6717
2020-06-13,Saturday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-06-14,Sunday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-06-15,Monday,0.1714520098441345,209.0,1219,0.0987654320987654,32.0,324,0.0,0.0,0,0.0033557046979865,4.0,1192,0.5426573426573427,776.0,1430,0.5852272727272727,206.0,352,0.0068181818181818,15.0,2200,0.0,0.0,0,-1.0,-1.0,-1,18.49,1242,6717
2020-06-16,Tuesday,0.1640689089417555,200.0,1219,0.0895061728395061,29.0,324,0.0,0.0,0,0.0033557046979865,4.0,1192,0.4881118881118881,698.0,1430,0.6392045454545454,225.0,352,0.0072727272727272,16.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.45,1172,6717
2020-06-17,Wednesday,0.1780147662018047,217.0,1219,0.0864197530864197,28.0,324,0.0,0.0,0,0.0033557046979865,4.0,1192,0.5195804195804196,743.0,1430,0.6732954545454546,237.0,352,0.0072727272727272,16.0,2200,0.0,0.0,0,-1.0,-1.0,-1,18.54,1245,6717
2020-06-18,Thursday,0.1763740771123872,215.0,1219,0.0895061728395061,29.0,324,0.0,0.0,0,0.0033557046979865,4.0,1192,0.5629370629370629,805.0,1430,0.6420454545454546,226.0,352,0.0063636363636363,14.0,2200,0.0,0.0,0,-1.0,-1.0,-1,19.25,1293,6717
2020-06-19,Friday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-06-20,Saturday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-06-21,Sunday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-06-22,Monday,0.0,0.0,1219,0.0,0.0,324,0.0,0.0,0,0.0,0.0,1192,0.0,0.0,1430,0.0,0.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,0.0,0,6717
2020-06-23,Tuesday,0.2116488925348646,258.0,1219,0.074074074074074,24.0,324,0.0,0.0,0,0.0025167785234899,3.0,1192,0.6195804195804195,886.0,1430,0.6534090909090909,230.0,352,0.0104545454545454,23.0,2200,0.0,0.0,0,-1.0,-1.0,-1,21.2,1424,6717
2020-06-24,Wednesday,0.2206726825266612,269.0,1219,0.0987654320987654,32.0,324,0.0,0.0,0,0.0025167785234899,3.0,1192,0.6559440559440559,938.0,1430,0.6903409090909091,243.0,352,0.0113636363636363,25.0,2200,0.0,0.0,0,-1.0,-1.0,-1,22.48,1510,6717
2020-06-25,Thursday,0.2165709598031173,264.0,1219,0.1018518518518518,33.0,324,0.0,0.0,0,0.0025167785234899,3.0,1192,0.6251748251748251,894.0,1430,0.7272727272727273,256.0,352,0.01,22.0,2200,0.0,0.0,0,-1.0,-1.0,-1,21.91,1472,6717
2020-06-26,Friday,0.2108285479901558,257.0,1219,0.1172839506172839,38.0,324,0.0,0.0,0,0.0,0.0,1192,0.5160839160839161,738.0,1430,0.9090909090909092,320.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,20.14,1353,6717
2020-06-27,Saturday,0.2346185397867104,286.0,1219,0.0895061728395061,29.0,324,0.0,0.0,0,0.0,0.0,1192,0.5370629370629371,768.0,1430,0.6477272727272727,228.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,19.52,1311,6717
2020-06-28,Sunday,0.2477440525020508,302.0,1219,0.0648148148148148,21.0,324,0.0,0.0,0,0.0,0.0,1192,0.5727272727272728,819.0,1430,0.6676136363636364,235.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,20.5,1377,6717
2020-06-29,Monday,0.3043478260869565,371.0,1219,0.1944444444444444,63.0,324,0.0,0.0,0,0.0025167785234899,3.0,1192,0.6062937062937063,867.0,1430,0.5369318181818182,189.0,352,0.0081818181818181,18.0,2200,0.0,0.0,0,-1.0,-1.0,-1,22.5,1511,6717
2020-06-30,Tuesday,0.2559474979491386,312.0,1219,0.0802469135802469,26.0,324,0.0,0.0,0,0.0,0.0,1192,0.5006993006993007,716.0,1430,0.53125,187.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,18.48,1241,6717
2020-07-01,Wednesday,0.1993437243642329,243.0,1219,0.0709876543209876,23.0,324,0.0,0.0,0,0.0,0.0,1192,0.4958041958041958,709.0,1430,0.5340909090909091,188.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.31,1163,6717
2020-07-02,Thursday,0.2288761279737489,279.0,1219,0.0648148148148148,21.0,324,0.0,0.0,0,0.0,0.0,1192,0.1244755244755244,178.0,1430,0.5056818181818182,178.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,9.77,656,6717
2020-07-03,Friday,0.1993437243642329,243.0,1219,0.0555555555555555,18.0,324,0.0,0.0,0,0.0,0.0,1192,0.4783216783216783,684.0,1430,0.4886363636363636,172.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,16.63,1117,6717
2020-07-04,Saturday,0.2674323215750615,326.0,1219,0.0679012345679012,22.0,324,0.0,0.0,0,0.0,0.0,1192,0.5405594405594406,773.0,1430,0.5710227272727273,201.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,19.68,1322,6717
2020-07-05,Sunday,0.2789171452009844,340.0,1219,0.0648148148148148,21.0,324,0.0,0.0,0,0.0,0.0,1192,0.5517482517482517,789.0,1430,0.5653409090909091,199.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,20.08,1349,6717
2020-07-06,Monday,0.239540607054963,292.0,1219,0.0524691358024691,17.0,324,0.0,0.0,0,0.0,0.0,1192,0.4272727272727272,611.0,1430,0.4346590909090909,153.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,15.97,1073,6717
2020-07-07,Tuesday,0.1501230516817063,183.0,1219,0.0709876543209876,23.0,324,0.0,0.0,0,0.0,0.0,1192,0.4041958041958042,578.0,1430,0.4176136363636363,147.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,13.86,931,6717
2020-07-08,Wednesday,0.1599671862182116,195.0,1219,0.0802469135802469,26.0,324,0.0,0.0,0,0.2021812080536912,241.0,1192,0.4076923076923077,583.0,1430,0.4289772727272727,151.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.81,1196,6717
2020-07-09,Thursday,0.2231337161607875,272.0,1219,0.0802469135802469,26.0,324,0.0,0.0,0,0.2416107382550335,288.0,1192,0.5517482517482517,789.0,1430,0.5681818181818182,200.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,23.45,1575,6717
2020-07-10,Friday,0.1853978671041837,226.0,1219,0.0925925925925925,30.0,324,0.0,0.0,0,0.2701342281879195,322.0,1192,0.4692307692307692,671.0,1430,0.46875,165.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,21.05,1414,6717
2020-07-11,Saturday,0.1894995898277276,231.0,1219,0.1080246913580246,35.0,324,0.0,0.0,0,0.1937919463087248,231.0,1192,0.4503496503496503,644.0,1430,0.4261363636363636,150.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,19.22,1291,6717
2020-07-12,Sunday,0.1648892534864643,201.0,1219,0.0925925925925925,30.0,324,0.0,0.0,0,0.2013422818791946,240.0,1192,0.3615384615384615,517.0,1430,0.3380681818181818,119.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,16.48,1107,6717
2020-07-13,Monday,0.1607875307629204,196.0,1219,0.1080246913580246,35.0,324,0.0,0.0,0,0.1837248322147651,219.0,1192,0.3468531468531468,496.0,1430,0.4176136363636363,147.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,16.27,1093,6717
2020-07-14,Tuesday,0.1648892534864643,201.0,1219,0.0833333333333333,27.0,324,0.0,0.0,0,0.186241610738255,222.0,1192,0.3951048951048951,565.0,1430,0.4517045454545454,159.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.48,1174,6717
2020-07-15,Wednesday,0.1714520098441345,209.0,1219,0.0771604938271604,25.0,324,0.0,0.0,0,0.1854026845637583,221.0,1192,0.3916083916083916,560.0,1430,0.4204545454545454,148.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.31,1163,6717
2020-07-16,Thursday,0.1894995898277276,231.0,1219,0.0833333333333333,27.0,324,0.0,0.0,0,0.2256711409395973,269.0,1192,0.4041958041958042,578.0,1430,0.4602272727272727,162.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,18.86,1267,6717
2020-07-17,Friday,0.1936013125512715,236.0,1219,0.0864197530864197,28.0,324,0.0,0.0,0,0.2533557046979866,302.0,1192,0.4335664335664335,620.0,1430,0.5,176.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,20.28,1362,6717
2020-07-18,Saturday,0.1993437243642329,243.0,1219,0.0864197530864197,28.0,324,0.0,0.0,0,0.2701342281879195,322.0,1192,0.4223776223776224,604.0,1430,0.4602272727272727,162.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,20.23,1359,6717
2020-07-19,Sunday,0.1607875307629204,196.0,1219,0.0833333333333333,27.0,324,0.0,0.0,0,0.2206375838926174,263.0,1192,0.3447552447552447,493.0,1430,0.3579545454545454,126.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,16.45,1105,6717
2020-07-20,Monday,0.1566858080393765,191.0,1219,0.0864197530864197,28.0,324,0.0,0.0,0,0.1501677852348993,179.0,1192,0.3503496503496504,501.0,1430,0.4403409090909091,155.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,15.69,1054,6717
2020-07-21,Tuesday,0.1140278917145201,139.0,1219,0.1203703703703703,39.0,324,0.0,0.0,0,0.1854026845637583,221.0,1192,0.3692307692307692,528.0,1430,0.4176136363636363,147.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,15.99,1074,6717
2020-07-22,Wednesday,0.1616078753076292,197.0,1219,0.1049382716049382,34.0,324,0.0,0.0,0,0.1954697986577181,233.0,1192,0.3748251748251748,536.0,1430,0.4090909090909091,144.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.03,1144,6717
2020-07-23,Thursday,0.1919606234618539,234.0,1219,0.0987654320987654,32.0,324,0.0,0.0,0,0.2583892617449664,308.0,1192,0.4083916083916084,584.0,1430,0.4346590909090909,153.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,19.52,1311,6717
2020-07-24,Friday,0.2247744052502051,274.0,1219,0.1018518518518518,33.0,324,0.0,0.0,0,0.2365771812080536,282.0,1192,0.4272727272727272,611.0,1430,0.5170454545454546,182.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,20.57,1382,6717
2020-07-25,Saturday,0.2411812961443806,294.0,1219,0.1018518518518518,33.0,324,0.0,0.0,0,0.2827181208053691,337.0,1192,0.4468531468531468,639.0,1430,0.5284090909090909,186.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,22.17,1489,6717
2020-07-26,Sunday,0.1936013125512715,236.0,1219,0.0709876543209876,23.0,324,0.0,0.0,0,0.1996644295302013,238.0,1192,0.3552447552447552,508.0,1430,0.3579545454545454,126.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,16.84,1131,6717
2020-07-27,Monday,0.173092698933552,211.0,1219,0.074074074074074,24.0,324,0.0,0.0,0,0.1854026845637583,221.0,1192,0.3174825174825175,454.0,1430,0.4005681818181818,141.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,15.65,1051,6717
2020-07-28,Tuesday,0.1534044298605414,187.0,1219,0.0771604938271604,25.0,324,0.0,0.0,0,0.1652684563758389,197.0,1192,0.4146853146853146,593.0,1430,0.4375,154.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.21,1156,6717
2020-07-29,Wednesday,0.1698113207547169,207.0,1219,0.0895061728395061,29.0,324,0.0,0.0,0,0.1971476510067114,235.0,1192,0.4104895104895105,587.0,1430,0.4119318181818182,145.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.91,1203,6717
2020-07-30,Thursday,0.1698113207547169,207.0,1219,0.0895061728395061,29.0,324,0.0,0.0,0,0.1971476510067114,235.0,1192,0.4083916083916084,584.0,1430,0.4119318181818182,145.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.87,1200,6717
2020-07-31,Friday,0.2198523379819524,268.0,1219,0.1018518518518518,33.0,324,0.0,0.0,0,0.2466442953020134,294.0,1192,0.4552447552447552,651.0,1430,0.4375,154.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,20.84,1400,6717
2020-08-01,Saturday,0.2108285479901558,257.0,1219,0.0895061728395061,29.0,324,0.0,0.0,0,0.2885906040268456,344.0,1192,0.4286713286713287,613.0,1430,0.4545454545454545,160.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,20.89,1403,6717
2020-08-02,Sunday,0.1665299425758818,203.0,1219,0.0833333333333333,27.0,324,0.0,0.0,0,0.2525167785234899,301.0,1192,0.3314685314685314,474.0,1430,0.3693181818181818,130.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,16.9,1135,6717
2020-08-03,Monday,0.1632485643970467,199.0,1219,0.0679012345679012,22.0,324,0.0,0.0,0,0.24748322147651,295.0,1192,0.3363636363636363,481.0,1430,0.3948863636363636,139.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,16.91,1136,6717
2020-08-04,Tuesday,0.1657095980311731,202.0,1219,0.0833333333333333,27.0,324,0.0,0.0,0,0.2491610738255033,297.0,1192,0.3615384615384615,517.0,1430,0.4375,154.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.82,1197,6717
2020-08-05,Wednesday,0.1591468416735028,194.0,1219,0.0771604938271604,25.0,324,0.0,0.0,0,0.2743288590604026,327.0,1192,0.3615384615384615,517.0,1430,0.4119318181818182,145.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.98,1208,6717
2020-08-06,Thursday,0.1837571780147662,224.0,1219,0.1080246913580246,35.0,324,0.0,0.0,0,0.2927852348993288,349.0,1192,0.3937062937062937,563.0,1430,0.4914772727272727,173.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,20.01,1344,6717
2020-08-07,Friday,0.2124692370795734,259.0,1219,0.1080246913580246,35.0,324,0.0,0.0,0,0.3506711409395973,418.0,1192,0.3811188811188811,545.0,1430,0.4914772727272727,173.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,21.29,1430,6717
2020-08-08,Saturday,0.2239540607054963,273.0,1219,0.1172839506172839,38.0,324,0.0,0.0,0,0.3582214765100671,427.0,1192,0.3951048951048951,565.0,1430,0.4829545454545454,170.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,21.93,1473,6717
2020-08-09,Sunday,0.324856439704676,396.0,1219,0.0833333333333333,27.0,324,0.0,0.0,0,0.3246644295302013,387.0,1192,0.3643356643356643,521.0,1430,0.3579545454545454,126.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,21.69,1457,6717
2020-08-10,Monday,0.1870385561936013,228.0,1219,0.1265432098765432,41.0,324,0.0,0.0,0,0.3020134228187919,360.0,1192,0.3188811188811188,456.0,1430,0.3948863636363636,139.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,18.22,1224,6717
2020-08-11,Tuesday,0.1812961443806398,221.0,1219,0.1203703703703703,39.0,324,0.0,0.0,0,0.2491610738255033,297.0,1192,0.3314685314685314,474.0,1430,0.4204545454545454,148.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.55,1179,6717
2020-08-12,Wednesday,0.1903199343724364,232.0,1219,0.1265432098765432,41.0,324,0.0,0.0,0,0.2525167785234899,301.0,1192,0.3391608391608391,485.0,1430,0.4176136363636363,147.0,352,0.0,0.0,2200,0.0,0.0,0,-1.0,-1.0,-1,17.95,1206,6717
