Day,Date,LOT 2 General Spaces,LOT 2 General Vacancies,LOT 2 General Occupied,LOT 2 General % Capacity,LOT 2 Premium Spaces,LOT 2 Premium Vacancies,LOT 2 Premium Occupied,LOT 2 Premium % Capacity,LOT 3 Spaces,LOT 3 Vacancies,LOT 3 Occupied,LOT 3 % Capacity,LOT 4 General Spaces,LOT 4 General Vacancies,LOT 4 General Occupied,LOT 4 General % Capacity,LOT 4 Premium Spaces,LOT 4 Premium Vacancies,LOT 4 Premium Occupied,LOT 4 Premium % Capacity,LOT 5 Spaces,LOT 5 Vacancies,LOT 5 Occupied,LOT 5 % Capacity,LOT 6 Spaces,LOT 6 Vacancies,LOT 6 Occupied,LOT 6 % Capacity,Total CC Revenue,Total Cash Revenue,Total Revenue
Tuesday,2020-08-04,1219,1017,202.0,0.1657095980311731,324,297,27.0,0.08333333333333333,1192,895,297.0,0.24916107382550334,1430,913,517.0,0.36153846153846153,352,198,154.0,0.4375,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,21672.0,2335.0,24007.0
Wednesday,2020-08-05,1219,1025,194.0,0.15914684167350288,324,299,25.0,0.07716049382716049,1192,865,327.0,0.27432885906040266,1430,913,517.0,0.36153846153846153,352,207,145.0,0.4119318181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,20856.0,2048.0,22904.0
Thursday,2020-08-06,1219,995,224.0,0.1837571780147662,324,289,35.0,0.10802469135802469,1192,843,349.0,0.29278523489932884,1430,867,563.0,0.39370629370629373,352,179,173.0,0.4914772727272727,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,24762.0,2654.0,27416.0
Friday,2020-08-07,1219,960,259.0,0.2124692370795734,324,289,35.0,0.10802469135802469,1192,774,418.0,0.35067114093959734,1430,885,545.0,0.3811188811188811,352,179,173.0,0.4914772727272727,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,29950.0,2839.0,32789.0
Saturday,2020-08-08,1219,946,273.0,0.2239540607054963,324,286,38.0,0.11728395061728394,1192,765,427.0,0.35822147651006714,1430,865,565.0,0.3951048951048951,352,182,170.0,0.48295454545454547,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,18180.0,2323.0,20503.0
Sunday,2020-08-09,1219,823,396.0,0.324856439704676,324,297,27.0,0.08333333333333333,1192,805,387.0,0.32466442953020136,1430,909,521.0,0.36433566433566433,352,226,126.0,0.35795454545454547,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,31291.0,4116.0,35407.0
Monday,2020-08-10,1219,991,228.0,0.18703855619360132,324,283,41.0,0.12654320987654322,1192,832,360.0,0.30201342281879195,1430,974,456.0,0.31888111888111886,352,213,139.0,0.39488636363636365,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,27638.0,4635.0,32273.0
Tuesday,2020-08-11,1219,998,221.0,0.18129614438063987,324,285,39.0,0.12037037037037036,1192,895,297.0,0.24916107382550334,1430,956,474.0,0.33146853146853145,352,204,148.0,0.42045454545454547,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,17397.0,1604.0,19001.0
Wednesday,2020-08-12,1219,987,232.0,0.1903199343724364,324,283,41.0,0.12654320987654322,1192,891,301.0,0.2525167785234899,1430,945,485.0,0.33916083916083917,352,205,147.0,0.41761363636363635,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,20372.0,2232.0,22604.0
Thursday,2020-08-13,1219,942,277.0,0.22723543888433143,324,276,48.0,0.14814814814814814,1192,822,370.0,0.3104026845637584,1430,910,520.0,0.36363636363636365,352,183,169.0,0.48011363636363635,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,24216.0,1813.0,26029.0
Friday,2020-08-14,1219,901,318.0,0.2608695652173913,324,282,42.0,0.12962962962962962,1192,716,476.0,0.39932885906040266,1430,839,591.0,0.4132867132867133,352,172,180.0,0.5113636363636364,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,29543.0,2673.0,32216.0
Saturday,2020-08-15,1219,981,238.0,0.19524200164068908,324,284,40.0,0.12345679012345678,1192,745,447.0,0.375,1430,834,596.0,0.4167832167832168,352,162,190.0,0.5397727272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,19620.0,2057.0,21677.0
Sunday,2020-08-16,1219,974,245.0,0.20098441345365053,324,285,39.0,0.12037037037037036,1192,819,373.0,0.31291946308724833,1430,928,502.0,0.35104895104895106,352,202,150.0,0.42613636363636365,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,33627.0,5367.0,38994.0
Monday,2020-08-17,1219,990,229.0,0.1878589007383101,324,290,34.0,0.10493827160493827,1192,827,365.0,0.3062080536912752,1430,853,577.0,0.4034965034965035,352,210,142.0,0.4034090909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,31706.0,6051.0,37757.0
Tuesday,2020-08-18,1219,1008,211.0,0.17309269893355209,324,286,38.0,0.11728395061728394,1192,897,295.0,0.24748322147651006,1430,871,559.0,0.39090909090909093,352,197,155.0,0.4403409090909091,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,23423.0,2537.0,25960.0
Wednesday,2020-08-19,1219,973,246.0,0.2018047579983593,324,284,40.0,0.12345679012345678,1192,852,340.0,0.28523489932885904,1430,857,573.0,0.4006993006993007,352,171,181.0,0.5142045454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,18823.0,1857.0,20680.0
Thursday,2020-08-20,1219,955,264.0,0.2165709598031173,324,286,38.0,0.11728395061728394,1192,772,420.0,0.3523489932885906,1430,849,581.0,0.4062937062937063,352,151,201.0,0.5710227272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,23688.0,2731.0,26419.0
Friday,2020-08-21,1219,903,316.0,0.25922887612797374,324,286,38.0,0.11728395061728394,1192,662,530.0,0.4446308724832215,1430,792,638.0,0.4461538461538462,352,129,223.0,0.6335227272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,28442.0,2850.0,31292.0
Saturday,2020-08-22,1219,880,339.0,0.2780968006562756,324,287,37.0,0.11419753086419752,1192,628,564.0,0.47315436241610737,1430,818,612.0,0.427972027972028,352,114,238.0,0.6761363636363636,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,22548.0,3134.0,25682.0
Sunday,2020-08-23,1219,976,243.0,0.19934372436423298,324,296,28.0,0.08641975308641975,1192,757,435.0,0.3649328859060403,1430,965,465.0,0.32517482517482516,352,189,163.0,0.4630681818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,41526.0,4858.0,46384.0
Monday,2020-08-24,1219,999,220.0,0.1804757998359311,324,293,31.0,0.09567901234567901,1192,792,400.0,0.33557046979865773,1430,911,519.0,0.36293706293706296,352,166,186.0,0.5284090909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,36494.0,5089.0,41583.0
Tuesday,2020-08-25,1219,999,220.0,0.1804757998359311,324,292,32.0,0.09876543209876543,1192,829,363.0,0.30453020134228187,1430,913,517.0,0.36153846153846153,352,164,188.0,0.5340909090909091,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,25392.0,2612.0,28004.0
Wednesday,2020-08-26,1219,1003,216.0,0.17719442165709598,324,289,35.0,0.10802469135802469,1192,849,343.0,0.287751677852349,1430,882,548.0,0.3832167832167832,352,167,185.0,0.5255681818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,22196.0,3028.0,25224.0
Thursday,2020-08-27,1219,979,240.0,0.19688269073010664,324,291,33.0,0.10185185185185185,1192,783,409.0,0.34312080536912754,1430,855,575.0,0.4020979020979021,352,159,193.0,0.5482954545454546,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,26640.0,2447.0,29087.0
Friday,2020-08-28,1219,927,292.0,0.23954060705496308,324,285,39.0,0.12037037037037036,1192,694,498.0,0.41778523489932884,1430,828,602.0,0.42097902097902096,352,133,219.0,0.6221590909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,31307.0,3650.0,34957.0
Saturday,2020-08-29,1219,908,311.0,0.2551271534044299,324,289,35.0,0.10802469135802469,1192,681,511.0,0.4286912751677852,1430,773,657.0,0.45944055944055945,352,133,219.0,0.6221590909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,20162.0,2646.0,22808.0
Sunday,2020-08-30,1219,989,230.0,0.18867924528301888,324,295,29.0,0.08950617283950617,1192,806,386.0,0.3238255033557047,1430,951,479.0,0.334965034965035,352,209,143.0,0.40625,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,41021.0,5034.0,46055.0
Monday,2020-08-31,1219,1010,209.0,0.17145200984413453,324,293,31.0,0.09567901234567901,1192,835,357.0,0.29949664429530204,1430,974,456.0,0.31888111888111886,352,185,167.0,0.4744318181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,33654.0,6605.0,40259.0
Tuesday,2020-09-01,1219,1009,210.0,0.1722723543888433,324,285,39.0,0.12037037037037036,1192,852,340.0,0.28523489932885904,1430,953,477.0,0.33356643356643356,352,179,173.0,0.4914772727272727,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,3394.0,22497.0,25891.0
Wednesday,2020-09-02,1219,1006,213.0,0.17473338802296964,324,291,33.0,0.10185185185185185,1192,823,369.0,0.30956375838926176,1430,967,463.0,0.3237762237762238,352,191,161.0,0.45738636363636365,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,23173.0,1640.0,24813.0
Thursday,2020-09-03,1219,999,220.0,0.1804757998359311,324,282,42.0,0.12962962962962962,1192,861,331.0,0.27768456375838924,1430,955,475.0,0.3321678321678322,352,175,177.0,0.5028409090909091,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,26100.0,2475.0,28575.0
Friday,2020-09-04,1219,999,220.0,0.1804757998359311,324,282,42.0,0.12962962962962962,1192,861,331.0,0.27768456375838924,1430,955,475.0,0.3321678321678322,352,175,177.0,0.5028409090909091,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,34521.0,2254.0,36775.0
Saturday,2020-09-05,1219,786,433.0,0.35520918785890077,324,286,38.0,0.11728395061728394,1192,562,630.0,0.5285234899328859,1430,733,697.0,0.4874125874125874,352,141,211.0,0.5994318181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,19295.0,2608.0,21903.0
Sunday,2020-09-06,1219,792,427.0,0.3502871205906481,324,294,30.0,0.09259259259259259,1192,631,561.0,0.47063758389261745,1430,809,621.0,0.4342657342657343,352,193,159.0,0.45170454545454547,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,24382.0,4830.0,29212.0
Monday,2020-09-07,1219,941,278.0,0.2280557834290402,324,300,24.0,0.07407407407407407,1192,793,399.0,0.3347315436241611,1430,1017,413.0,0.28881118881118883,352,252,100.0,0.2840909090909091,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,50424.0,5811.0,56235.0
Tuesday,2020-09-08,1219,982,237.0,0.1944216570959803,324,288,36.0,0.1111111111111111,1192,814,378.0,0.31711409395973156,1430,991,439.0,0.30699300699300697,352,203,149.0,0.42329545454545453,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,30163.0,4026.0,34189.0
Wednesday,2020-09-09,1219,957,262.0,0.21493027071369974,324,280,44.0,0.13580246913580246,1192,818,374.0,0.313758389261745,1430,938,492.0,0.34405594405594403,352,181,171.0,0.48579545454545453,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,23764.0,3348.0,27112.0
Thursday,2020-09-10,1219,1182,37.0,0.030352748154224774,324,55,269.0,0.8302469135802469,1192,923,269.0,0.2256711409395973,1430,893,537.0,0.37552447552447554,352,156,196.0,0.5568181818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,20855.0,2554.0,23409.0
Friday,2020-09-11,1219,931,288.0,0.23625922887612796,324,289,35.0,0.10802469135802469,1192,738,454.0,0.3808724832214765,1430,883,547.0,0.3825174825174825,352,181,171.0,0.48579545454545453,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,28269.0,2855.0,31124.0
Saturday,2020-09-12,1219,908,311.0,0.2551271534044299,324,293,31.0,0.09567901234567901,1192,698,494.0,0.41442953020134227,1430,880,550.0,0.38461538461538464,352,181,171.0,0.48579545454545453,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,2788.0,20716.0,23504.0
Sunday,2020-09-13,1219,800,419.0,0.34372436423297786,324,303,21.0,0.06481481481481481,1192,773,419.0,0.35151006711409394,1430,958,472.0,0.3300699300699301,352,214,138.0,0.39204545454545453,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,34645.0,4378.0,39023.0
Monday,2020-09-14,1219,981,238.0,0.19524200164068908,324,291,33.0,0.10185185185185185,1192,795,397.0,0.33305369127516776,1430,921,509.0,0.3559440559440559,352,352,0.0,0.0,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,28906.0,4004.0,32910.0
Tuesday,2020-09-15,1219,990,229.0,0.1878589007383101,324,289,35.0,0.10802469135802469,1192,821,371.0,0.311241610738255,1430,899,531.0,0.3713286713286713,352,171,181.0,0.5142045454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,25018.0,2973.0,27991.0
Wednesday,2020-09-16,1219,991,228.0,0.18703855619360132,324,287,37.0,0.11419753086419752,1192,844,348.0,0.29194630872483224,1430,878,552.0,0.386013986013986,352,162,190.0,0.5397727272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,22616.0,2496.0,25112.0
Thursday,2020-09-17,1219,941,278.0,0.2280557834290402,324,290,34.0,0.10493827160493827,1192,772,420.0,0.3523489932885906,1430,1069,361.0,0.25244755244755246,352,173,179.0,0.5085227272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,31108.0,1836.0,32944.0
Friday,2020-09-18,1219,916,303.0,0.24856439704675964,324,284,40.0,0.12345679012345678,1192,752,440.0,0.3691275167785235,1430,851,579.0,0.4048951048951049,352,161,191.0,0.5426136363636364,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,34433.0,2342.0,36775.0
Saturday,2020-09-19,1219,911,308.0,0.2526661197703035,324,280,44.0,0.13580246913580246,1192,664,528.0,0.4429530201342282,1430,849,581.0,0.4062937062937063,352,175,177.0,0.5028409090909091,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,21965.0,2828.0,24793.0
Sunday,2020-09-20,1219,970,249.0,0.20426579163248565,324,280,44.0,0.13580246913580246,1192,796,396.0,0.33221476510067116,1430,950,480.0,0.3356643356643357,352,199,153.0,0.4346590909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,35036.0,5405.0,40441.0
Monday,2020-09-21,1219,973,246.0,0.2018047579983593,324,277,47.0,0.14506172839506173,1192,831,361.0,0.3028523489932886,1430,882,548.0,0.3832167832167832,352,175,177.0,0.5028409090909091,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,29189.0,4869.0,34058.0
Tuesday,2020-09-22,1219,990,229.0,0.1878589007383101,324,279,45.0,0.1388888888888889,1192,852,340.0,0.28523489932885904,1430,871,559.0,0.39090909090909093,352,173,179.0,0.5085227272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,26546.0,3087.0,29633.0
Wednesday,2020-09-23,1219,937,282.0,0.23133716160787532,324,270,54.0,0.16666666666666666,1192,787,405.0,0.33976510067114096,1430,814,616.0,0.4307692307692308,352,155,197.0,0.5596590909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,22539.0,2729.0,25268.0
Thursday,2020-09-24,1219,950,269.0,0.2206726825266612,324,276,48.0,0.14814814814814814,1192,802,390.0,0.3271812080536913,1430,850,580.0,0.40559440559440557,352,157,195.0,0.5539772727272727,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,28612.0,1813.0,30425.0
Friday,2020-09-25,1219,888,331.0,0.2715340442986054,324,276,48.0,0.14814814814814814,1192,702,490.0,0.4110738255033557,1430,775,655.0,0.458041958041958,352,154,198.0,0.5625,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,34840.0,2853.0,37693.0
Saturday,2020-09-26,1219,899,320.0,0.26251025430680885,324,277,47.0,0.14506172839506173,1192,687,505.0,0.4236577181208054,1430,840,590.0,0.4125874125874126,352,160,192.0,0.5454545454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,25494.0,4764.0,30258.0
Sunday,2020-09-27,1219,991,228.0,0.18703855619360132,324,292,32.0,0.09876543209876543,1192,722,470.0,0.39429530201342283,1430,924,506.0,0.35384615384615387,352,209,143.0,0.40625,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,37461.0,4545.0,42006.0
Monday,2020-09-28,1219,995,224.0,0.1837571780147662,324,290,34.0,0.10493827160493827,1192,795,397.0,0.33305369127516776,1430,875,555.0,0.3881118881118881,352,191,161.0,0.45738636363636365,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,34965.0,5392.0,40357.0
Tuesday,2020-09-29,1219,1000,219.0,0.17965545529122232,324,286,38.0,0.11728395061728394,1192,822,370.0,0.3104026845637584,1430,850,580.0,0.40559440559440557,352,189,163.0,0.4630681818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,24536.0,2698.0,27234.0
Wednesday,2020-09-30,1219,982,237.0,0.1944216570959803,324,286,38.0,0.11728395061728394,1192,809,383.0,0.3213087248322148,1430,869,561.0,0.3923076923076923,352,173,179.0,0.5085227272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,23154.0,2749.0,25903.0
Thursday,2020-10-01,1219,927,292.0,0.23954060705496308,324,286,38.0,0.11728395061728394,1192,763,429.0,0.3598993288590604,1430,862,568.0,0.3972027972027972,352,174,178.0,0.5056818181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,27179.0,2434.0,29613.0
Friday,2020-10-02,1219,889,330.0,0.27071369975389664,324,274,50.0,0.15432098765432098,1192,702,490.0,0.4110738255033557,1430,835,595.0,0.4160839160839161,352,164,188.0,0.5340909090909091,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,38705.0,2502.0,41207.0
Saturday,2020-10-03,1219,880,339.0,0.2780968006562756,324,269,55.0,0.1697530864197531,1192,712,480.0,0.40268456375838924,1430,915,515.0,0.36013986013986016,352,177,175.0,0.4971590909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,20749.0,3039.0,23788.0
Sunday,2020-10-04,1219,928,291.0,0.2387202625102543,324,274,50.0,0.15432098765432098,1192,781,411.0,0.3447986577181208,1430,988,442.0,0.3090909090909091,352,200,152.0,0.4318181818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,38286.0,5824.0,44110.0
Monday,2020-10-05,1219,965,254.0,0.20836751435602954,324,284,40.0,0.12345679012345678,1192,810,382.0,0.32046979865771813,1430,891,539.0,0.3769230769230769,352,185,167.0,0.4744318181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,35015.0,4506.0,39521.0
Tuesday,2020-10-06,1219,964,255.0,0.20918785890073832,324,286,38.0,0.11728395061728394,1192,828,364.0,0.3053691275167785,1430,865,565.0,0.3951048951048951,352,181,171.0,0.48579545454545453,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,22578.0,1936.0,24514.0
Wednesday,2020-10-07,1219,937,282.0,0.23133716160787532,324,275,49.0,0.15123456790123457,1192,789,403.0,0.33808724832214765,1430,848,582.0,0.406993006993007,352,169,183.0,0.5198863636363636,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,22501.0,1450.0,23951.0
Thursday,2020-10-08,1219,910,309.0,0.2534864643150123,324,266,58.0,0.17901234567901234,1192,807,385.0,0.32298657718120805,1430,810,620.0,0.43356643356643354,352,149,203.0,0.5767045454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,27304.0,1876.0,29180.0
Friday,2020-10-09,1219,769,450.0,0.36915504511895,324,262,62.0,0.19135802469135801,1192,672,520.0,0.436241610738255,1430,770,660.0,0.46153846153846156,352,125,227.0,0.6448863636363636,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,38763.0,2296.0,41059.0
Saturday,2020-10-10,1219,790,429.0,0.35192780968006565,324,272,52.0,0.16049382716049382,1192,702,490.0,0.4110738255033557,1430,756,674.0,0.47132867132867134,352,121,231.0,0.65625,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,3292.0,23285.0,26577.0
Sunday,2020-10-11,1219,855,364.0,0.29860541427399506,324,278,46.0,0.1419753086419753,1192,685,507.0,0.42533557046979864,1430,872,558.0,0.3902097902097902,352,178,174.0,0.4943181818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,40803.0,4799.0,45602.0
Monday,2020-10-12,1219,833,386.0,0.3166529942575882,324,276,48.0,0.14814814814814814,1192,715,477.0,0.4001677852348993,1430,847,583.0,0.4076923076923077,352,169,183.0,0.5198863636363636,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,40066.0,4083.0,44149.0
Tuesday,2020-10-13,1219,918,301.0,0.2469237079573421,324,274,50.0,0.15432098765432098,1192,754,438.0,0.3674496644295302,1430,820,610.0,0.42657342657342656,352,141,211.0,0.5994318181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,29229.0,3788.0,33017.0
Wednesday,2020-10-14,1219,901,318.0,0.2608695652173913,324,259,65.0,0.2006172839506173,1192,736,456.0,0.3825503355704698,1430,791,639.0,0.44685314685314687,352,135,217.0,0.6164772727272727,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,24096.0,2841.0,26937.0
Thursday,2020-10-15,1219,909,310.0,0.25430680885972107,324,264,60.0,0.18518518518518517,1192,785,407.0,0.3414429530201342,1430,778,652.0,0.45594405594405596,352,127,225.0,0.6392045454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,32749.0,2764.0,35513.0
Friday,2020-10-16,1219,780,439.0,0.3601312551271534,324,265,59.0,0.18209876543209877,1192,600,592.0,0.4966442953020134,1430,797,633.0,0.44265734265734263,352,133,219.0,0.6221590909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,42348.0,2951.0,45299.0
Saturday,2020-10-17,1219,758,461.0,0.3781788351107465,324,269,55.0,0.1697530864197531,1192,612,580.0,0.4865771812080537,1430,833,597.0,0.41748251748251747,352,156,196.0,0.5568181818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,24876.0,3675.0,28551.0
Sunday,2020-10-18,1219,865,354.0,0.2904019688269073,324,270,54.0,0.16666666666666666,1192,750,442.0,0.37080536912751677,1430,940,490.0,0.34265734265734266,352,217,135.0,0.3835227272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,41132.0,5274.0,46406.0
Monday,2020-10-19,1219,898,321.0,0.26333059885151766,324,274,50.0,0.15432098765432098,1192,757,435.0,0.3649328859060403,1430,880,550.0,0.38461538461538464,352,202,150.0,0.42613636363636365,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,34090.0,4023.0,38113.0
Tuesday,2020-10-20,1219,903,316.0,0.25922887612797374,324,269,55.0,0.1697530864197531,1192,782,410.0,0.34395973154362414,1430,840,590.0,0.4125874125874126,352,144,208.0,0.5909090909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,24576.0,3303.0,27879.0
Wednesday,2020-10-21,1219,884,335.0,0.2748154224774405,324,268,56.0,0.1728395061728395,1192,731,461.0,0.38674496644295303,1430,814,616.0,0.4307692307692308,352,125,227.0,0.6448863636363636,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,27932.0,2354.0,30286.0
Thursday,2020-10-22,1219,900,319.0,0.2616899097621001,324,272,52.0,0.16049382716049382,1192,712,480.0,0.40268456375838924,1430,870,560.0,0.3916083916083916,352,147,205.0,0.5823863636363636,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,32264.0,2771.0,35035.0
Friday,2020-10-23,1219,864,355.0,0.2912223133716161,324,279,45.0,0.1388888888888889,1192,662,530.0,0.4446308724832215,1430,870,560.0,0.3916083916083916,352,141,211.0,0.5994318181818182,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,36667.0,3309.0,39976.0
Saturday,2020-10-24,1219,789,430.0,0.3527481542247744,324,281,43.0,0.13271604938271606,1192,594,598.0,0.5016778523489933,1430,844,586.0,0.4097902097902098,352,128,224.0,0.6363636363636364,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,27145.0,3515.0,30660.0
Sunday,2020-10-25,1219,900,319.0,0.2616899097621001,324,266,58.0,0.17901234567901234,1192,624,568.0,0.47651006711409394,1430,917,513.0,0.35874125874125873,352,173,179.0,0.5085227272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,40579.0,4232.0,44811.0
Monday,2020-10-26,1219,908,311.0,0.2551271534044299,324,269,55.0,0.1697530864197531,1192,762,430.0,0.36073825503355705,1430,899,531.0,0.3713286713286713,352,160,192.0,0.5454545454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,34599.0,4933.0,39532.0
Tuesday,2020-10-27,1219,940,279.0,0.22887612797374898,324,262,62.0,0.19135802469135801,1192,885,307.0,0.2575503355704698,1430,893,537.0,0.37552447552447554,352,114,238.0,0.6761363636363636,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,31475.0,3794.0,35269.0
Wednesday,2020-10-28,1219,926,293.0,0.24036095159967186,324,264,60.0,0.18518518518518517,1192,824,368.0,0.3087248322147651,1430,895,535.0,0.3741258741258741,352,135,217.0,0.6164772727272727,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,25660.0,3244.0,28904.0
Thursday,2020-10-29,1219,908,311.0,0.2551271534044299,324,269,55.0,0.1697530864197531,1192,762,430.0,0.36073825503355705,1430,898,532.0,0.37202797202797205,352,160,192.0,0.5454545454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,27743.0,3284.0,31027.0
Friday,2020-10-30,1219,890,329.0,0.26989335520918784,324,271,53.0,0.16358024691358025,1192,713,479.0,0.40184563758389263,1430,921,509.0,0.3559440559440559,352,192,160.0,0.45454545454545453,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,45560.0,2138.0,47698.0
Saturday,2020-10-31,1219,909,310.0,0.25430680885972107,324,277,47.0,0.14506172839506173,1192,702,490.0,0.4110738255033557,1430,902,528.0,0.36923076923076925,352,184,168.0,0.4772727272727273,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,22248.0,3047.0,25295.0
Sunday,2020-11-01,1219,914,305.0,0.2502050861361772,324,279,45.0,0.1388888888888889,1192,756,436.0,0.36577181208053694,1430,993,437.0,0.3055944055944056,352,210,142.0,0.4034090909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,30253.0,4382.0,34635.0
Monday,2020-11-02,1219,987,232.0,0.1903199343724364,324,284,40.0,0.12345679012345678,1192,797,395.0,0.3313758389261745,1430,932,498.0,0.34825174825174826,352,191,161.0,0.45738636363636365,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,35236.0,4841.0,40077.0
Tuesday,2020-11-03,1219,959,260.0,0.2132895816242822,324,280,44.0,0.13580246913580246,1192,774,418.0,0.35067114093959734,1430,910,520.0,0.36363636363636365,352,189,163.0,0.4630681818181818,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,21575.0,2492.0,24067.0
Wednesday,2020-11-04,1219,986,233.0,0.1911402789171452,324,276,48.0,0.14814814814814814,1192,790,402.0,0.337248322147651,1430,882,548.0,0.3832167832167832,352,160,192.0,0.5454545454545454,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,20978.0,2399.0,23377.0
Thursday,2020-11-05,1219,931,288.0,0.23625922887612796,324,271,53.0,0.16358024691358025,1192,711,481.0,0.4035234899328859,1430,849,581.0,0.4062937062937063,352,155,197.0,0.5596590909090909,2200.0,2200.0,0.0,0.0,-1,-1,-1,-1,25722.0,1781.0,27503.0
